Pking_Entrez_geneID	Pking_gene_name	Pking_gene_symbol	type_of_gene
111850594	Friend leukemia integration 1 transcription factor-like	LOC111850594	protein-coding
111850595	ATP-sensitive inward rectifier potassium channel 1-like	LOC111850595	protein-coding
111850596	uncharacterized LOC111850596	LOC111850596	ncRNA
111850597	protein C-ets-1-like	LOC111850597	protein-coding
111850598	transcription factor Sox-19a-like	LOC111850598	protein-coding
111850599	kin of IRRE-like protein 3	LOC111850599	protein-coding
111850601	interleukin-13 receptor subunit alpha-2-like	LOC111850601	protein-coding
111850605	amyloid-beta A4 precursor protein-binding family B member 3-like	LOC111850605	protein-coding
111850608	T-box transcription factor TBX2-like	LOC111850608	protein-coding
111850610	homeobox protein BarH-like 2	LOC111850610	protein-coding
111850613	zona pellucida sperm-binding protein 3-like	LOC111850613	protein-coding
111850614	protein phosphatase 1D-like	LOC111850614	protein-coding
111850615	sex hormone-binding globulin-like	LOC111850615	protein-coding
111850616	transmembrane protein 47-like	LOC111850616	protein-coding
111850617	claudin-15-like	LOC111850617	protein-coding
111850618	uncharacterized LOC111850618	LOC111850618	protein-coding
111850619	GRAM domain-containing protein 1B-like	LOC111850619	protein-coding
111850620	SLC35A4 upstream open reading frame protein-like	LOC111850620	protein-coding
111850621	uncharacterized LOC111850621	LOC111850621	ncRNA
111850622	somatolactin-like	LOC111850622	protein-coding
111850624	E3 ubiquitin-protein ligase TRIM39-like	LOC111850624	protein-coding
111850625	G protein pathway suppressor 2-like	LOC111850625	protein-coding
111850626	CCR4-NOT transcription complex subunit 6-like	LOC111850626	protein-coding
111850627	eukaryotic translation initiation factor 5A-1-like	LOC111850627	protein-coding
111850628	gamma-aminobutyric acid receptor-associated protein	LOC111850628	protein-coding
111850630	mitochondrial ornithine transporter 1-like	LOC111850630	protein-coding
111850631	mannose-P-dolichol utilization defect 1 protein-like	LOC111850631	protein-coding
111850632	transmembrane 4 L6 family member 5-like	LOC111850632	protein-coding
111850633	RAC-beta serine/threonine-protein kinase	LOC111850633	protein-coding
111850634	unconventional myosin-Ic-like	LOC111850634	protein-coding
111850635	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4-like	LOC111850635	protein-coding
111850636	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4-like	LOC111850636	protein-coding
111850637	14-3-3 protein epsilon-like	LOC111850637	protein-coding
111850638	putative transcription factor Ovo-like 1	LOC111850638	protein-coding
111850640	G protein-activated inward rectifier potassium channel 4-like	LOC111850640	protein-coding
111850641	low density lipoprotein receptor adapter protein 1-B-like	LOC111850641	protein-coding
111850642	PWWP domain-containing protein 2A-like	LOC111850642	protein-coding
111850643	diamine acetyltransferase 2-like	LOC111850643	protein-coding
111850644	rhodopsin kinase-like	LOC111850644	protein-coding
111850645	rho guanine nucleotide exchange factor 15-like	LOC111850645	protein-coding
111850646	segment polarity protein dishevelled homolog DVL-2-like	LOC111850646	protein-coding
111850647	cyclin-J-like	LOC111850647	protein-coding
111850648	T-box transcription factor TBX4-like	LOC111850648	protein-coding
111850649	forkhead box protein O1-A-like	LOC111850649	protein-coding
111850650	sentrin-specific protease 3-like	LOC111850650	protein-coding
111850651	eukaryotic initiation factor 4A-I-like	LOC111850651	protein-coding
111850652	CTD nuclear envelope phosphatase 1A-like	LOC111850652	protein-coding
111850653	PHD finger protein 23B-like	LOC111850653	protein-coding
111850654	phospholipid scramblase 1-like	LOC111850654	protein-coding
111850655	uncharacterized LOC111850655	LOC111850655	protein-coding
111850656	mitochondrial fission 1 protein-like	LOC111850656	protein-coding
111850658	solute carrier family 22 member 6-like	LOC111850658	protein-coding
111850660	macrophage-capping protein-like	LOC111850660	protein-coding
111850661	CXADR-like membrane protein	LOC111850661	protein-coding
111850662	uncharacterized LOC111850662	LOC111850662	ncRNA
111850664	vomeronasal type-2 receptor 1-like	LOC111850664	protein-coding
111850665	cAMP-dependent protein kinase inhibitor alpha-like	LOC111850665	protein-coding
111850666	ribonucleoprotein PTB-binding 1-like	LOC111850666	protein-coding
111850667	uncharacterized LOC111850667	LOC111850667	protein-coding
111850668	uncharacterized LOC111850668	LOC111850668	ncRNA
111850669	uncharacterized LOC111850669	LOC111850669	ncRNA
111850670	protein yippee-like 5	LOC111850670	protein-coding
111850671	kelch repeat and BTB domain-containing protein 11-like	LOC111850671	protein-coding
111850672	ubiquitin thioesterase OTUB1-like	LOC111850672	protein-coding
111850673	cytospin-A-like	LOC111850673	protein-coding
111850674	phospholipase B1, membrane-associated-like	LOC111850674	protein-coding
111850676	transcription factor Sox-11-like	LOC111850676	protein-coding
111850677	uncharacterized LOC111850677	LOC111850677	ncRNA
111850678	prostasin-like	LOC111850678	protein-coding
111850679	mediator of RNA polymerase II transcription subunit 12-like	LOC111850679	protein-coding
111850680	kinase D-interacting substrate of 220 kDa B-like	LOC111850680	protein-coding
111850681	cytochrome c oxidase subunit 8B, mitochondrial	LOC111850681	protein-coding
111850685	ADP-ribosylation factor-like protein 3	LOC111850685	protein-coding
111850686	C-C chemokine receptor type 6-like	LOC111850686	protein-coding
111850687	myelin transcription factor 1-like protein	LOC111850687	protein-coding
111850688	heterogeneous nuclear ribonucleoprotein H-like	LOC111850688	protein-coding
111850689	arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2-like	LOC111850689	protein-coding
111850690	lysophospholipid acyltransferase 2-like	LOC111850690	protein-coding
111850691	disks large-associated protein 2-like	LOC111850691	protein-coding
111850692	protein LBH-like	LOC111850692	protein-coding
111850693	serine/threonine-protein phosphatase PP1-beta catalytic subunit-like	LOC111850693	protein-coding
111850695	uncharacterized LOC111850695	LOC111850695	ncRNA
111850696	protein LBH-like	LOC111850696	protein-coding
111850698	transcription factor E2F6-like	LOC111850698	protein-coding
111850699	uncharacterized LOC111850699	LOC111850699	ncRNA
111850701	uncharacterized LOC111850701	LOC111850701	ncRNA
111850702	U1 spliceosomal RNA	LOC111850702	snRNA
111850703	small nucleolar RNA SNORA73 family	LOC111850703	snoRNA
111850705	tripartite motif-containing protein 29-like	LOC111850705	protein-coding
111850706	collagen alpha-1(XXIII) chain-like	LOC111850706	protein-coding
111850707	transmembrane protein 189-like	LOC111850707	protein-coding
111850708	ATP-binding cassette sub-family A member 1-like	LOC111850708	protein-coding
111850709	kinesin light chain 1-like	LOC111850709	protein-coding
111850712	B-cell lymphoma/leukemia 11A-like	LOC111850712	protein-coding
111850716	uncharacterized LOC111850716	LOC111850716	ncRNA
111850718	uncharacterized LOC111850718	LOC111850718	ncRNA
111850719	uncharacterized LOC111850719	LOC111850719	ncRNA
111850720	cyclic GMP-AMP synthase-like	LOC111850720	protein-coding
111850721	homeobox protein OTX1 B-like	LOC111850721	protein-coding
111850722	cytoplasmic FMR1-interacting protein 2	LOC111850722	protein-coding
111850724	protocadherin-23-like	LOC111850724	protein-coding
111850725	spectrin beta chain, non-erythrocytic 1-like	LOC111850725	protein-coding
111850726	M-protein, striated muscle-like	LOC111850726	protein-coding
111850727	potassium voltage-gated channel subfamily E member 2-like	LOC111850727	protein-coding
111850728	autism susceptibility gene 2 protein homolog	LOC111850728	protein-coding
111850730	F-box/LRR-repeat protein 19-like	LOC111850730	protein-coding
111850731	delta-like protein D	LOC111850731	protein-coding
111850734	protein phosphatase 1 regulatory subunit 12C-like	LOC111850734	protein-coding
111850735	zinc finger and BTB domain-containing protein 18-like	LOC111850735	protein-coding
111850737	proteinase-activated receptor 2-like	LOC111850737	protein-coding
111850738	putative uncharacterized zinc finger protein 814	LOC111850738	protein-coding
111850739	uncharacterized LOC111850739	LOC111850739	protein-coding
111850740	zinc finger protein 418-like	LOC111850740	protein-coding
111850742	putative nuclease HARBI1	LOC111850742	protein-coding
111850744	CD82 antigen-like	LOC111850744	protein-coding
111850745	rho GTPase-activating protein 24-like	LOC111850745	protein-coding
111850746	protein phosphatase 1 regulatory subunit 12C-like	LOC111850746	protein-coding
111850747	acylphosphatase-2-like	LOC111850747	protein-coding
111850748	CD59 glycoprotein-like	LOC111850748	protein-coding
111850749	uncharacterized LOC111850749	LOC111850749	ncRNA
111850750	neutral amino acid transporter A-like	LOC111850750	protein-coding
111850751	SERTA domain-containing protein 2-like	LOC111850751	protein-coding
111850752	ras-related protein Rab-1A-like	LOC111850752	protein-coding
111850753	uncharacterized LOC111850753	LOC111850753	ncRNA
111850754	uncharacterized LOC111850754	LOC111850754	ncRNA
111850756	collagen alpha-1(IX) chain-like	LOC111850756	protein-coding
111850757	puromycin-sensitive aminopeptidase	LOC111850757	protein-coding
111850758	pleckstrin-like	LOC111850758	protein-coding
111850762	mitogen-activated protein kinase 9-like	LOC111850762	protein-coding
111850763	E3 ubiquitin-protein ligase BRE1B-like	LOC111850763	protein-coding
111850766	heme-binding protein 2-like	LOC111850766	protein-coding
111850767	actin-related protein 2-B-like	LOC111850767	protein-coding
111850769	echinoderm microtubule-associated protein-like 6	LOC111850769	protein-coding
111850770	zinc finger protein 883-like	LOC111850770	protein-coding
111850772	UTP--glucose-1-phosphate uridylyltransferase-like	LOC111850772	protein-coding
111850773	malate dehydrogenase, cytoplasmic-like	LOC111850773	protein-coding
111850774	regulating synaptic membrane exocytosis protein 1-like	LOC111850774	protein-coding
111850775	putative monooxygenase p33MONOX	LOC111850775	protein-coding
111850776	proto-oncogene c-Rel-like	LOC111850776	protein-coding
111850778	filensin-like	LOC111850778	protein-coding
111850780	putative nuclease HARBI1	LOC111850780	protein-coding
111850781	zinc-binding protein A33-like	LOC111850781	protein-coding
111850783	zinc-binding protein A33-like	LOC111850783	protein-coding
111850785	exportin-1-like	LOC111850785	protein-coding
111850786	glycogen phosphorylase, muscle form	LOC111850786	protein-coding
111850787	uncharacterized LOC111850787	LOC111850787	ncRNA
111850788	phosphofurin acidic cluster sorting protein 2-like	LOC111850788	protein-coding
111850792	pre-mRNA-splicing factor RBM22	LOC111850792	protein-coding
111850794	zinc finger and BTB domain-containing protein 45-like	LOC111850794	protein-coding
111850795	keratin, type I cytoskeletal 13-like	LOC111850795	protein-coding
111850797	myozenin-3-like	LOC111850797	protein-coding
111850799	transcription factor Sp6-like	LOC111850799	protein-coding
111850800	brorin-like	LOC111850800	protein-coding
111850803	uncharacterized LOC111850803	LOC111850803	ncRNA
111850804	aftiphilin-like	LOC111850804	protein-coding
111850805	uncharacterized LOC111850805	LOC111850805	ncRNA
111850806	actin-related protein 2-A-like	LOC111850806	protein-coding
111850807	integrin alpha-L-like	LOC111850807	protein-coding
111850809	forkhead box protein I2-like	LOC111850809	protein-coding
111850810	uncharacterized LOC111850810	LOC111850810	protein-coding
111850813	magnesium transporter NIPA2-like	LOC111850813	protein-coding
111850815	uncharacterized LOC111850815	LOC111850815	ncRNA
111850816	uncharacterized LOC111850816	LOC111850816	ncRNA
111850822	uncharacterized LOC111850822	LOC111850822	ncRNA
111850824	tubby-related protein 3-like	LOC111850824	protein-coding
111850825	transmembrane protein 121-like	LOC111850825	protein-coding
111850826	keratin, type I cytoskeletal 15-like	LOC111850826	protein-coding
111850827	poly(A) polymerase gamma-like	LOC111850827	protein-coding
111850830	uncharacterized LOC111850830	LOC111850830	ncRNA
111850832	sialin-like	LOC111850832	protein-coding
111850833	regulator of G-protein signaling 14-like	LOC111850833	protein-coding
111850834	uncharacterized LOC111850834	LOC111850834	ncRNA
111850835	uncharacterized LOC111850835	LOC111850835	ncRNA
111850837	coiled-coil domain-containing protein 85A-like	LOC111850837	protein-coding
111850839	uncharacterized LOC111850839	LOC111850839	ncRNA
111850840	small nucleolar RNA U3	LOC111850840	snoRNA
111850841	small nucleolar RNA U3	LOC111850841	snoRNA
111850846	myosin-11-like	LOC111850846	protein-coding
111850848	early growth response protein 1-like	LOC111850848	protein-coding
111850851	germ cell-specific gene 1-like protein	LOC111850851	protein-coding
111850852	cytoplasmic phosphatidylinositol transfer protein 1-like	LOC111850852	protein-coding
111850857	uncharacterized LOC111850857	LOC111850857	ncRNA
111850858	F-box/LRR-repeat protein 16-like	LOC111850858	protein-coding
111850859	neuronal-specific septin-3-like	LOC111850859	protein-coding
111850860	nodal modulator 1-like	LOC111850860	protein-coding
111850865	ras-related protein Rab-40C	LOC111850865	protein-coding
111850867	RNA binding protein fox-1 homolog 1	LOC111850867	protein-coding
111850868	grpE protein homolog 2, mitochondrial-like	LOC111850868	protein-coding
111850870	ectonucleotide pyrophosphatase/phosphodiesterase family member 7-like	LOC111850870	protein-coding
111850871	carboxylesterase notum2-like	LOC111850871	protein-coding
111850872	multidrug resistance-associated protein 1-like	LOC111850872	protein-coding
111850874	polymeric immunoglobulin receptor-like	LOC111850874	protein-coding
111850876	heterogeneous nuclear ribonucleoprotein A/B-like	LOC111850876	protein-coding
111850878	cadherin-6-like	LOC111850878	protein-coding
111850879	E3 ubiquitin-protein ligase RNF31-like	LOC111850879	protein-coding
111850880	uncharacterized LOC111850880	LOC111850880	protein-coding
111850881	uncharacterized LOC111850881	LOC111850881	protein-coding
111850882	kelch repeat and BTB domain-containing protein 2-like	LOC111850882	protein-coding
111850884	interferon regulatory factor 9-like	LOC111850884	protein-coding
111850886	melanocortin receptor 4-like	LOC111850886	protein-coding
111850887	uncharacterized LOC111850887	LOC111850887	ncRNA
111850888	uncharacterized LOC111850888	LOC111850888	ncRNA
111850890	uncharacterized LOC111850890	LOC111850890	ncRNA
111850891	myelin-associated glycoprotein-like	LOC111850891	protein-coding
111850892	uncharacterized LOC111850892	LOC111850892	ncRNA
111850895	phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein-like	LOC111850895	protein-coding
111850897	unconventional myosin-Va-like	LOC111850897	protein-coding
111850898	kinesin-like protein KIF13B	LOC111850898	protein-coding
111850899	ras and Rab interactor 3-like	LOC111850899	protein-coding
111850903	deleted in azoospermia-like	LOC111850903	protein-coding
111850904	oxysterol-binding protein-related protein 3-like	LOC111850904	protein-coding
111850905	gasdermin-E-like	LOC111850905	protein-coding
111850906	kinesin-like protein KIF13A	LOC111850906	protein-coding
111850908	MAGUK p55 subfamily member 5-A-like	LOC111850908	protein-coding
111850909	V-type proton ATPase subunit D-like	LOC111850909	protein-coding
111850910	gephyrin	LOC111850910	protein-coding
111850912	homeobox-containing protein 1-like	LOC111850912	protein-coding
111850913	uncharacterized LOC111850913	LOC111850913	ncRNA
111850915	alpha-(1,6)-fucosyltransferase-like	LOC111850915	protein-coding
111850918	serine/threonine-protein phosphatase 4 regulatory subunit 3	LOC111850918	protein-coding
111850919	raftlin-like	LOC111850919	protein-coding
111850922	polypeptide N-acetylgalactosaminyltransferase 15-like	LOC111850922	protein-coding
111850924	uncharacterized LOC111850924	LOC111850924	ncRNA
111850929	uncharacterized LOC111850929	LOC111850929	ncRNA
111850932	zinc finger protein 395-like	LOC111850932	protein-coding
111850934	transmembrane protein 121	LOC111850934	protein-coding
111850935	sodium/potassium/calcium exchanger 4-like	LOC111850935	protein-coding
111850936	proton-coupled folate transporter-like	LOC111850936	protein-coding
111850937	MAGUK p55 subfamily member 6-like	LOC111850937	protein-coding
111850938	uncharacterized LOC111850938	LOC111850938	ncRNA
111850939	GTPase-activating protein and VPS9 domain-containing protein 1-like	LOC111850939	protein-coding
111850942	poly(A) polymerase type 3-like	LOC111850942	protein-coding
111850943	inner ear-specific collagen-like	LOC111850943	protein-coding
111850945	uncharacterized LOC111850945	LOC111850945	ncRNA
111850946	uncharacterized LOC111850946	LOC111850946	ncRNA
111850948	leucine-rich repeat and fibronectin type-III domain-containing protein 5-like	LOC111850948	protein-coding
111850949	cholesterol 24-hydroxylase	LOC111850949	protein-coding
111850950	HHIP-like protein 1	LOC111850950	protein-coding
111850953	uncharacterized LOC111850953	LOC111850953	protein-coding
111850954	uncharacterized LOC111850954	LOC111850954	protein-coding
111850958	pinin-like	LOC111850958	protein-coding
111850960	isthmin-2-like	LOC111850960	protein-coding
111850964	myocyte-specific enhancer factor 2D-like	LOC111850964	protein-coding
111850965	uncharacterized LOC111850965	LOC111850965	ncRNA
111850966	calcium homeostasis modulator protein 4-like	LOC111850966	protein-coding
111850967	zinc finger protein 501-like	LOC111850967	protein-coding
111850968	calcium/calmodulin-dependent protein kinase type II delta chain	LOC111850968	protein-coding
111850969	uncharacterized LOC111850969	LOC111850969	protein-coding
111850971	arylsulfatase J-like	LOC111850971	protein-coding
111850973	probable protein S-acyltransferase 23	LOC111850973	protein-coding
111850974	uncharacterized LOC111850974	LOC111850974	protein-coding
111850975	alveolar macrophage chemotactic factor-like	LOC111850975	protein-coding
111850976	thioredoxin-like	LOC111850976	protein-coding
111850981	uncharacterized LOC111850981	LOC111850981	protein-coding
111850983	ankyrin-2-like	LOC111850983	protein-coding
111850987	vegetative cell wall protein gp1-like	LOC111850987	protein-coding
111850990	uncharacterized LOC111850990	LOC111850990	ncRNA
111850994	coiled-coil domain-containing protein 106-like	LOC111850994	protein-coding
111850999	uncharacterized LOC111850999	LOC111850999	protein-coding
111851001	uncharacterized LOC111851001	LOC111851001	ncRNA
111851003	C-X-C motif chemokine 2-like	LOC111851003	protein-coding
111851004	uncharacterized LOC111851004	LOC111851004	ncRNA
111851006	uncharacterized LOC111851006	LOC111851006	ncRNA
111851007	NACHT, LRR and PYD domains-containing protein 12-like	LOC111851007	protein-coding
111851010	E3 ubiquitin-protein ligase TRIM39-like	LOC111851010	protein-coding
111851013	T-lymphocyte activation antigen CD86-like	LOC111851013	protein-coding
111851014	uncharacterized LOC111851014	LOC111851014	ncRNA
111851015	uncharacterized LOC111851015	LOC111851015	ncRNA
111851018	M protein, serotype 2.1-like	LOC111851018	protein-coding
111851021	uridine diphosphate glucose pyrophosphatase-like	LOC111851021	protein-coding
111851023	SERTA domain-containing protein 4-like	LOC111851023	protein-coding
111851024	serine dehydratase-like	LOC111851024	protein-coding
111851025	uncharacterized LOC111851025	LOC111851025	ncRNA
111851033	uncharacterized LOC111851033	LOC111851033	ncRNA
111851037	protein phosphatase 1A-like	LOC111851037	protein-coding
111851041	leucine-rich repeat-containing protein 9-like	LOC111851041	protein-coding
111851045	uncharacterized LOC111851045	LOC111851045	ncRNA
111851046	uncharacterized LOC111851046	LOC111851046	ncRNA
111851047	uncharacterized LOC111851047	LOC111851047	ncRNA
111851054	von Willebrand factor A domain-containing protein 8-like	LOC111851054	protein-coding
111851057	homeobox protein SIX6	LOC111851057	protein-coding
111851064	protein jagged-2-like	LOC111851064	protein-coding
111851067	uncharacterized LOC111851067	LOC111851067	ncRNA
111851068	uncharacterized LOC111851068	LOC111851068	ncRNA
111851069	paired box protein Pax-6	LOC111851069	protein-coding
111851070	uncharacterized LOC111851070	LOC111851070	ncRNA
111851072	uncharacterized LOC111851072	LOC111851072	protein-coding
111851074	rho-related GTP-binding protein RhoA-D-like	LOC111851074	protein-coding
111851077	uncharacterized LOC111851077	LOC111851077	protein-coding
111851078	neuropeptides B/W receptor type 2-like	LOC111851078	protein-coding
111851079	leiomodin-1-like	LOC111851079	protein-coding
111851080	transcription factor Sox-18-like	LOC111851080	protein-coding
111851082	XK-related protein 7-like	LOC111851082	protein-coding
111851083	BEN domain-containing protein 5-like	LOC111851083	protein-coding
111851085	G2/M phase-specific E3 ubiquitin-protein ligase-like	LOC111851085	protein-coding
111851086	beta-1,4 N-acetylgalactosaminyltransferase 1-like	LOC111851086	protein-coding
111851090	NEDD4 family-interacting protein 2-like	LOC111851090	protein-coding
111851092	CDK5 and ABL1 enzyme substrate 2-like	LOC111851092	protein-coding
111851093	regulator of G-protein signaling 20-like	LOC111851093	protein-coding
111851095	uncharacterized LOC111851095	LOC111851095	ncRNA
111851096	suppressor of tumorigenicity 7 protein-like	LOC111851096	protein-coding
111851097	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-B-like	LOC111851097	protein-coding
111851098	tachykinin-3-like	LOC111851098	protein-coding
111851099	transcription elongation factor A protein 2-like	LOC111851099	protein-coding
111851101	potassium voltage-gated channel subfamily D member 3-like	LOC111851101	protein-coding
111851102	nociceptin receptor-like	LOC111851102	protein-coding
111851103	U1 spliceosomal RNA	LOC111851103	snRNA
111851104	immunoglobulin lambda-1 light chain-like	LOC111851104	protein-coding
111851105	putative neural-cadherin 2	LOC111851105	protein-coding
111851108	poly(rC)-binding protein 3-like	LOC111851108	protein-coding
111851109	uncharacterized LOC111851109	LOC111851109	ncRNA
111851110	tRNA selenocysteine 1-associated protein 1-like	LOC111851110	protein-coding
111851114	nitric oxide synthase, brain-like	LOC111851114	protein-coding
111851115	connective tissue growth factor-like	LOC111851115	protein-coding
111851116	uncharacterized LOC111851116	LOC111851116	protein-coding
111851124	uncharacterized LOC111851124	LOC111851124	protein-coding
111851125	uncharacterized LOC111851125	LOC111851125	protein-coding
111851128	uncharacterized LOC111851128	LOC111851128	ncRNA
111851129	copine-4	LOC111851129	protein-coding
111851130	CKLF-like MARVEL transmembrane domain-containing protein 6	LOC111851130	protein-coding
111851131	NAC-alpha domain-containing protein 1-like	LOC111851131	protein-coding
111851136	uncharacterized LOC111851136	LOC111851136	ncRNA
111851137	uncharacterized LOC111851137	LOC111851137	protein-coding
111851139	uncharacterized LOC111851139	LOC111851139	ncRNA
111851140	uncharacterized LOC111851140	LOC111851140	ncRNA
111851141	uncharacterized LOC111851141	LOC111851141	ncRNA
111851142	uncharacterized LOC111851142	LOC111851142	ncRNA
111851143	peptidyl-prolyl cis-trans isomerase FKBP9-like	LOC111851143	protein-coding
111851144	cartilage-associated protein-like	LOC111851144	protein-coding
111851147	uncharacterized LOC111851147	LOC111851147	protein-coding
111851150	protein FAM83H-like	LOC111851150	protein-coding
111851155	zona pellucida sperm-binding protein 3-like	LOC111851155	protein-coding
111851157	G patch domain-containing protein 8-like	LOC111851157	protein-coding
111851163	uncharacterized LOC111851163	LOC111851163	ncRNA
111851165	zinc finger C2HC domain-containing protein 1A-like	LOC111851165	protein-coding
111851167	NACHT, LRR and PYD domains-containing protein 12-like	LOC111851167	protein-coding
111851169	Krueppel-like factor 11	LOC111851169	protein-coding
111851170	claudin-20-like	LOC111851170	protein-coding
111851172	uncharacterized LOC111851172	LOC111851172	protein-coding
111851173	laminin subunit beta-2-like	LOC111851173	protein-coding
111851176	uncharacterized LOC111851176	LOC111851176	ncRNA
111851177	cyclin-dependent kinase 17-like	LOC111851177	protein-coding
111851178	secreted frizzled-related protein 5-like	LOC111851178	protein-coding
111851179	NUAK family SNF1-like kinase 1	LOC111851179	protein-coding
111851181	solute carrier family 26 member 6-like	LOC111851181	protein-coding
111851182	uncharacterized LOC111851182	LOC111851182	ncRNA
111851183	sodium- and chloride-dependent creatine transporter 1-like	LOC111851183	protein-coding
111851184	probable palmitoyltransferase ZDHHC14	LOC111851184	protein-coding
111851187	laminin subunit beta-2-like	LOC111851187	protein-coding
111851188	E3 ubiquitin/ISG15 ligase TRIM25-like	LOC111851188	protein-coding
111851189	pepsin A-like	LOC111851189	protein-coding
111851191	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform-like	LOC111851191	protein-coding
111851192	uncharacterized LOC111851192	LOC111851192	ncRNA
111851198	uncharacterized LOC111851198	LOC111851198	protein-coding
111851199	protein SCAF8-like	LOC111851199	protein-coding
111851200	TRPM8 channel-associated factor 2-like	LOC111851200	protein-coding
111851202	T-lymphoma invasion and metastasis-inducing protein 2-like	LOC111851202	protein-coding
111851203	AT-rich interactive domain-containing protein 1B-like	LOC111851203	protein-coding
111851205	small nucleolar RNA SNORD94	LOC111851205	snoRNA
111851206	uncharacterized LOC111851206	LOC111851206	ncRNA
111851207	solute carrier family 45 member 3-like	LOC111851207	protein-coding
111851209	phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma-like	LOC111851209	protein-coding
111851211	zinc finger protein AEBP2-like	LOC111851211	protein-coding
111851214	carboxypeptidase M-like	LOC111851214	protein-coding
111851215	solute carrier organic anion transporter family member 1C1-like	LOC111851215	protein-coding
111851216	probable G-protein coupled receptor 22	LOC111851216	protein-coding
111851217	V-type proton ATPase subunit E 1-like	LOC111851217	protein-coding
111851218	protein bicaudal D homolog 1-like	LOC111851218	protein-coding
111851219	bcl-2-like protein 13	LOC111851219	protein-coding
111851221	uncharacterized LOC111851221	LOC111851221	ncRNA
111851223	FYVE, RhoGEF and PH domain-containing protein 4-like	LOC111851223	protein-coding
111851224	LHFPL tetraspan subfamily member 3 protein	LOC111851224	protein-coding
111851225	fibroblast growth factor 6-like	LOC111851225	protein-coding
111851226	cGMP-inhibited 3',5'-cyclic phosphodiesterase A-like	LOC111851226	protein-coding
111851227	cat eye syndrome critical region protein 2-like	LOC111851227	protein-coding
111851230	G1/S-specific cyclin-D2-like	LOC111851230	protein-coding
111851231	probable polypeptide N-acetylgalactosaminyltransferase 8	LOC111851231	protein-coding
111851239	sperm acrosome membrane-associated protein 4-like	LOC111851239	protein-coding
111851241	B-cell receptor-associated protein 29-like	LOC111851241	protein-coding
111851242	hematopoietic lineage cell-specific protein-like	LOC111851242	protein-coding
111851243	dual specificity tyrosine-phosphorylation-regulated kinase 4-like	LOC111851243	protein-coding
111851244	opioid-binding protein/cell adhesion molecule homolog	LOC111851244	protein-coding
111851245	protein furry homolog	LOC111851245	protein-coding
111851247	uncharacterized LOC111851247	LOC111851247	ncRNA
111851248	uncharacterized LOC111851248	LOC111851248	ncRNA
111851249	mitochondrial ornithine transporter 1-like	LOC111851249	protein-coding
111851252	matrix metalloproteinase-25-like	LOC111851252	protein-coding
111851255	uncharacterized LOC111851255	LOC111851255	protein-coding
111851256	FRAS1-related extracellular matrix protein 2-like	LOC111851256	protein-coding
111851257	uncharacterized LOC111851257	LOC111851257	ncRNA
111851259	olfactory receptor 52K1-like	LOC111851259	protein-coding
111851260	neurobeachin	LOC111851260	protein-coding
111851261	microtubule-associated tumor suppressor candidate 2-like	LOC111851261	protein-coding
111851262	zona pellucida-like domain-containing protein 1	LOC111851262	protein-coding
111851263	uncharacterized LOC111851263	LOC111851263	protein-coding
111851265	uncharacterized LOC111851265	LOC111851265	protein-coding
111851267	glutamate receptor ionotropic, kainate 4-like	LOC111851267	protein-coding
111851268	prolactin-like	LOC111851268	protein-coding
111851269	short transient receptor potential channel 4-like	LOC111851269	protein-coding
111851270	sister chromatid cohesion protein PDS5 homolog B-like	LOC111851270	protein-coding
111851271	protein CEPU-1-like	LOC111851271	protein-coding
111851273	relaxin receptor 2-like	LOC111851273	protein-coding
111851274	proline-rich protein 12-like	LOC111851274	protein-coding
111851275	synembryn-A-like	LOC111851275	protein-coding
111851277	ubiquitin-like protein 3	LOC111851277	protein-coding
111851278	layilin-like	LOC111851278	protein-coding
111851279	transmembrane protein 136-like	LOC111851279	protein-coding
111851280	uncharacterized LOC111851280	LOC111851280	ncRNA
111851283	claudin-4-like	LOC111851283	protein-coding
111851285	claudin-8-like	LOC111851285	protein-coding
111851286	paired box protein Pax-6-like	LOC111851286	protein-coding
111851287	POU domain, class 2, transcription factor 3-like	LOC111851287	protein-coding
111851288	WD repeat-containing protein on Y chromosome-like	LOC111851288	protein-coding
111851290	beta-1,3-glucosyltransferase-like	LOC111851290	protein-coding
111851292	uncharacterized LOC111851292	LOC111851292	ncRNA
111851293	FH2 domain-containing protein 1-like	LOC111851293	protein-coding
111851294	arfaptin-2-like	LOC111851294	protein-coding
111851296	LHFPL tetraspan subfamily member 6 protein-like	LOC111851296	protein-coding
111851297	uncharacterized LOC111851297	LOC111851297	ncRNA
111851298	transient receptor potential cation channel subfamily M member 4-like	LOC111851298	protein-coding
111851299	protocadherin-16-like	LOC111851299	protein-coding
111851300	carnitine O-palmitoyltransferase 1, liver isoform-like	LOC111851300	protein-coding
111851301	zinc finger and BTB domain-containing protein 16-A-like	LOC111851301	protein-coding
111851302	neural cell adhesion molecule 1-like	LOC111851302	protein-coding
