rev1	XM_023790310.1
LOC111852694	XM_023828873.1
LOC111852694	XM_023828874.1
LOC111852694	XM_023828875.1
LOC111852694	XM_023828876.1
LOC111852694	XM_023828877.1
LOC111852694	XM_023828878.1
LOC111852694	XM_023828879.1
LOC111852694	XM_023828880.1
LOC111852694	XM_023828881.1
LOC111852694	XM_023828882.1
sdha	XM_023828883.1
LOC111852694	XM_023828884.1
bcl9	XM_023828885.1
bcl9	XM_023828886.1
bcl9	XM_023828887.1
bcl9	XM_023828888.1
bcl9	XM_023828889.1
LOC111852698	XM_023828890.1
tnfsf13b	XM_023828891.1
LOC111852698	XM_023828892.1
LOC111852698	XM_023828893.1
LOC111852698	XM_023828894.1
LOC111852698	XM_023828895.1
LOC111852698	XM_023828896.1
LOC111852699	XM_023828897.1
LOC111852698	XM_023828898.1
LOC111852700	XM_023828899.1
LOC111852700	XM_023828900.1
LOC111852700	XM_023828901.1
LOC111852700	XM_023828902.1
LOC111852700	XM_023828903.1
LOC111852700	XM_023828904.1
LOC111852700	XM_023828905.1
LOC111852700	XM_023828906.1
LOC111852700	XM_023828907.1
LOC111852699	XM_023828908.1
LOC111852700	XM_023828909.1
LOC111852700	XM_023828910.1
LOC111852700	XM_023828911.1
LOC111852700	XM_023828912.1
LOC111852700	XM_023828913.1
vangl1	XM_023828914.1
LOC111852702	XM_023828915.1
LOC111852703	XM_023828916.1
LOC111852699	XM_023828917.1
LOC111852704	XM_023828918.1
LOC111852704	XM_023828919.1
LOC111852705	XM_023828920.1
olig1	XM_023828921.1
olig1	XM_023828922.1
LOC111852707	XM_023828923.1
LOC111852708	XM_023828924.1
LOC111852711	XM_023828925.1
LOC111852713	XM_023828926.1
LOC111852713	XM_023828927.1
rpl14	XM_023828928.1
LOC111852714	XM_023828929.1
LOC111852715	XM_023828930.1
LOC111852716	XM_023828931.1
LOC111852722	XM_023828932.1
LOC111852723	XM_023828933.1
lrrc74b	XM_023828934.1
lrrc74b	XM_023828935.1
fbxw8	XM_023828936.1
fbxw8	XM_023828937.1
rnft2	XM_023828938.1
rnft2	XM_023828939.1
cunh12orf49	XM_023828940.1
cunh12orf49	XM_023828941.1
tesc	XM_023828942.1
LOC111852727	XM_023828943.1
LOC111852731	XM_023828944.1
ksr2	XM_023828945.1
LOC111852733	XM_023828946.1
LOC111852733	XM_023828947.1
LOC111852733	XM_023828948.1
chek2	XM_023828949.1
chek2	XM_023828950.1
chek2	XM_023828951.1
LOC111852727	XM_023828952.1
chek2	XM_023828953.1
chek2	XM_023828954.1
hscb	XM_023828955.1
hscb	XM_023828956.1
hscb	XM_023828957.1
LOC111852736	XM_023828958.1
LOC111852737	XM_023828959.1
LOC111852737	XM_023828960.1
LOC111852727	XM_023828961.1
LOC111852738	XM_023828962.1
scarf2	XM_023828963.1
LOC111852740	XM_023828964.1
fbxo21	XM_023828965.1
fbxo21	XM_023828966.1
LOC111852727	XM_023828967.1
nf2	XM_023828968.1
nf2	XM_023828969.1
LOC111852745	XM_023828970.1
LOC111852745	XM_023828971.1
rtn4r	XM_023828972.1
nos1	XM_023828973.1
LOC111852727	XM_023828974.1
nos1	XM_023828975.1
nos1	XM_023828976.1
nos1	XM_023828977.1
nos1	XM_023828978.1
LOC111852749	XM_023828979.1
cln5	XM_023828980.1
LOC111852751	XM_023828981.1
dis3	XM_023828982.1
LOC111852727	XM_023828983.1
LOC111852753	XM_023828984.1
LOC111852754	XM_023828985.1
dnajc15	XM_023828986.1
LOC111852757	XM_023828987.1
LOC111852757	XM_023828988.1
LOC111852757	XM_023828989.1
LOC111852758	XM_023828990.1
LOC111852758	XM_023828991.1
etnppl	XM_023828992.1
LOC111852761	XM_023828993.1
LOC111852759	XM_023828994.1
LOC111852761	XM_023828995.1
LOC111852762	XM_023828996.1
LOC111852763	XM_023828997.1
LOC111852763	XM_023828998.1
LOC111852764	XM_023828999.1
LOC111852765	XM_023829000.1
LOC111852765	XM_023829001.1
LOC111852766	XM_023829002.1
LOC111852759	XM_023829003.1
LOC111852766	XM_023829004.1
LOC111852766	XM_023829005.1
LOC111852766	XM_023829006.1
lacc1	XM_023829007.1
lacc1	XM_023829008.1
gtf2f2	XM_023829009.1
LOC111852769	XM_023829010.1
tm9sf2	XM_023829011.1
rab20	XM_023829012.1
LOC111852772	XM_023829013.1
LOC111852773	XM_023829014.1
LOC111852773	XM_023829015.1
LOC111852771	XM_023829016.1
wbp4	XM_023829017.1
wbp4	XM_023829018.1
LOC111852775	XM_023829019.1
LOC111852776	XM_023829020.1
LOC111852777	XM_023829021.1
LOC111852777	XM_023829022.1
LOC111852777	XM_023829023.1
LOC111852781	XM_023829024.1
LOC111852782	XM_023829025.1
ggact	XM_023829026.1
LOC111852779	XM_023829027.1
uchl3	XM_023829028.1
uchl3	XM_023829029.1
LOC111852785	XM_023829030.1
LOC111852786	XM_023829031.1
LOC111852786	XM_023829032.1
LOC111852786	XM_023829033.1
LOC111852786	XM_023829034.1
LOC111852787	XM_023829035.1
LOC111852779	XM_023829036.1
LOC111852788	XM_023829037.1
cunh2orf80	XM_023829038.1
tmtc4	XM_023829039.1
tmtc4	XM_023829040.1
tmtc4	XM_023829041.1
tmtc4	XM_023829042.1
LOC111852793	XM_023829043.1
LOC111852793	XM_023829044.1
LOC111852793	XM_023829045.1
LOC111852793	XM_023829046.1
bmp5	XM_023829047.1
supv3l1	XM_023829048.1
supv3l1	XM_023829049.1
mpc1	XM_023829050.1
LOC111852797	XM_023829051.1
LOC111852797	XM_023829052.1
mcph1	XM_023829053.1
mcph1	XM_023829054.1
mcph1	XM_023829055.1
mcph1	XM_023829056.1
mcph1	XM_023829057.1
mcph1	XM_023829058.1
mcph1	XM_023829059.1
mcph1	XM_023829060.1
angpt2	XM_023829061.1
agpat5	XM_023829062.1
tmem14a	XM_023829063.1
tmem14a	XM_023829064.1
tmem14a	XM_023829065.1
hmgcll1	XM_023829066.1
hmgcll1	XM_023829067.1
hmgcll1	XM_023829068.1
ick	XM_023829069.1
ick	XM_023829070.1
ick	XM_023829071.1
fbxo9	XM_023829072.1
fbxo9	XM_023829073.1
LOC111852807	XM_023829074.1
ddx21	XM_023829075.1
ddx21	XM_023829076.1
ddx21	XM_023829077.1
ddx21	XM_023829078.1
kif1bp	XM_023829079.1
LOC111852811	XM_023829080.1
LOC111852811	XM_023829081.1
LOC111852812	XM_023829082.1
LOC111852812	XM_023829083.1
LOC111852812	XM_023829084.1
klhl31	XM_023829085.1
klhl31	XM_023829086.1
gclc	XM_023829087.1
gclc	XM_023829088.1
LOC111852816	XM_023829089.1
LOC111852814	XM_023829090.1
LOC111852816	XM_023829091.1
LOC111852816	XM_023829092.1
LOC111852816	XM_023829093.1
LOC111852816	XM_023829094.1
LOC111852816	XM_023829095.1
LOC111852816	XM_023829096.1
LOC111852816	XM_023829097.1
LOC111852816	XM_023829098.1
LOC111852816	XM_023829099.1
LOC111852816	XM_023829100.1
LOC111852816	XM_023829101.1
mlip	XM_023829102.1
mlip	XM_023829103.1
mlip	XM_023829104.1
mlip	XM_023829105.1
LOC111852818	XM_023829106.1
mlip	XM_023829107.1
mlip	XM_023829108.1
mlip	XM_023829109.1
LOC111852820	XM_023829110.1
LOC111852820	XM_023829111.1
LOC111852820	XM_023829112.1
LOC111852820	XM_023829113.1
LOC111852821	XM_023829114.1
lrrc1	XM_023829115.1
LOC111852822	XM_023829116.1
lrrc1	XM_023829117.1
elovl5	XM_023829118.1
elovl5	XM_023829119.1
elovl5	XM_023829120.1
fam83b	XM_023829121.1
hcrtr2	XM_023829122.1
LOC111852829	XM_023829123.1
LOC111852829	XM_023829124.1
LOC111852830	XM_023829125.1
LOC111852830	XM_023829126.1
LOC111852830	XM_023829127.1
LOC111852831	XM_023829128.1
LOC111852831	XM_023829129.1
LOC111852832	XM_023829130.1
vps26a	XM_023829131.1
acod1	XM_023829132.1
aff3	XM_023829133.1
u2af1	XM_023829134.1
LOC111852834	XM_023829135.1
LOC111852834	XM_023829136.1
csmd1	XM_023829137.1
LOC111852837	XM_023829138.1
LOC111852838	XM_023829139.1
LOC111852838	XM_023829140.1
LOC111852838	XM_023829141.1
LOC111852839	XM_023829142.1
LOC111852840	XM_023829143.1
LOC111852841	XM_023829144.1
LOC111852841	XM_023829145.1
LOC111852841	XM_023829146.1
LOC111852841	XM_023829147.1
LOC111852841	XM_023829148.1
LOC111852842	XM_023829149.1
LOC111852843	XM_023829150.1
LOC111852843	XM_023829151.1
LOC111852844	XM_023829152.1
LOC111852845	XM_023829153.1
LOC111852845	XM_023829154.1
LOC111852845	XM_023829155.1
LOC111852845	XM_023829156.1
LOC111852845	XM_023829157.1
LOC111852845	XM_023829158.1
LOC111852845	XM_023829159.1
LOC111852847	XM_023829160.1
LOC111852847	XM_023829161.1
LOC111852848	XM_023829162.1
LOC111852846	XM_023829163.1
rsad1	XM_023829164.1
rsad1	XM_023829165.1
cunh17orf53	XM_023829166.1
cunh17orf53	XM_023829167.1
asb16	XM_023829168.1
asb16	XM_023829169.1
asb16	XM_023829170.1
atxn7l3	XM_023829171.1
atxn7l3	XM_023829172.1
atxn7l3	XM_023829173.1
atxn7l3	XM_023829174.1
atxn7l3	XM_023829175.1
LOC111852853	XM_023829176.1
tmub2	XM_023829177.1
tmub2	XM_023829178.1
LOC111852855	XM_023829179.1
LOC111852855	XM_023829180.1
LOC111852855	XM_023829181.1
LOC111852856	XM_023829182.1
LOC111852856	XM_023829183.1
LOC111852856	XM_023829184.1
LOC111852856	XM_023829185.1
LOC111852859	XM_023829186.1
LOC111852857	XM_023829187.1
LOC111852860	XM_023829188.1
LOC111852860	XM_023829189.1
LOC111852860	XM_023829190.1
LOC111852861	XM_023829191.1
LOC111852861	XM_023829192.1
LOC111852861	XM_023829193.1
LOC111852861	XM_023829194.1
LOC111852861	XM_023829195.1
LOC111852861	XM_023829196.1
LOC111852861	XM_023829197.1
LOC111852865	XM_023829198.1
LOC111852865	XM_023829199.1
strada	XM_023829200.1
strada	XM_023829201.1
strada	XM_023829202.1
strada	XM_023829203.1
LOC111852868	XM_023829204.1
rnf113a	XM_023829205.1
LOC111852867	XM_023829206.1
LOC111852871	XM_023829207.1
LOC111852871	XM_023829208.1
LOC111852871	XM_023829209.1
LOC111852871	XM_023829210.1
LOC111852871	XM_023829211.1
arl16	XM_023829212.1
arl16	XM_023829213.1
tbcd	XM_023829214.1
LOC111852874	XM_023829215.1
u2af1	XM_023829216.1
LOC111852874	XM_023829217.1
LOC111852874	XM_023829218.1
LOC111852874	XM_023829219.1
LOC111852875	XM_023829220.1
LOC111852876	XM_023829221.1
LOC111852877	XM_023829222.1
LOC111852877	XM_023829223.1
metrnl	XM_023829224.1
metrnl	XM_023829225.1
metrnl	XM_023829226.1
metrnl	XM_023829227.1
LOC111852882	XM_023829228.1
LOC111852883	XM_023829229.1
LOC111852883	XM_023829230.1
LOC111852883	XM_023829231.1
LOC111852883	XM_023829232.1
slc35b1	XM_023829233.1
LOC111852886	XM_023829234.1
spop	XM_023829235.1
spop	XM_023829236.1
spop	XM_023829237.1
spop	XM_023829238.1
rbm45	XM_023829239.1
spop	XM_023829240.1
spop	XM_023829241.1
spop	XM_023829242.1
spop	XM_023829243.1
LOC111852889	XM_023829244.1
LOC111852889	XM_023829245.1
LOC111852889	XM_023829246.1
LOC111852891	XM_023829247.1
LOC111852892	XM_023829248.1
LOC111852892	XM_023829249.1
LOC111852892	XM_023829250.1
LOC111852893	XM_023829251.1
LOC111852893	XM_023829252.1
LOC111852893	XM_023829253.1
LOC111852894	XM_023829254.1
LOC111852894	XM_023829255.1
rbm45	XM_023829256.1
LOC111852894	XM_023829257.1
LOC111852895	XM_023829258.1
LOC111852895	XM_023829259.1
pop7	XM_023829260.1
pop7	XM_023829261.1
abhd11	XM_023829262.1
abhd11	XM_023829263.1
abhd11	XM_023829264.1
abhd11	XM_023829265.1
mettl16	XM_023829266.1
mettl16	XM_023829267.1
sumf2	XM_023829268.1
sumf2	XM_023829269.1
LOC111852902	XM_023829270.1
LOC111852902	XM_023829271.1
LOC111852902	XM_023829272.1
LOC111852902	XM_023829273.1
LOC111852902	XM_023829274.1
LOC111852902	XM_023829275.1
LOC111852905	XM_023829276.1
LOC111852905	XM_023829277.1
LOC111852906	XM_023829278.1
LOC111852906	XM_023829279.1
LOC111852906	XM_023829280.1
LOC111852907	XM_023829281.1
LOC111852908	XM_023829282.1
LOC111852910	XM_023829283.1
LOC111852911	XM_023829284.1
LOC111852912	XM_023829285.1
LOC111852909	XM_023829286.1
LOC111852912	XM_023829287.1
cunh17orf49	XM_023829288.1
cunh17orf49	XM_023829289.1
cunh17orf49	XM_023829290.1
rnasek	XM_023829291.1
ap4m1	XM_023829292.1
ap4m1	XM_023829293.1
u2af1	XM_023829294.1
LOC111852918	XM_023829295.1
LOC111852919	XM_023829296.1
LOC111852919	XM_023829297.1
LOC111852919	XM_023829298.1
LOC111852917	XM_023829299.1
LOC111852920	XM_023829300.1
LOC111852921	XM_023829301.1
LOC111852921	XM_023829302.1
LOC111852921	XM_023829303.1
LOC111852922	XM_023829304.1
LOC111852923	XM_023829305.1
LOC111852923	XM_023829306.1
LOC111852924	XM_023829307.1
LOC111852924	XM_023829308.1
LOC111852924	XM_023829309.1
LOC111852924	XM_023829310.1
LOC111852924	XM_023829311.1
gpr157	XM_023829312.1
LOC111852926	XM_023829313.1
LOC111852926	XM_023829314.1
LOC111852926	XM_023829315.1
LOC111852927	XM_023829316.1
LOC111852927	XM_023829317.1
LOC111852928	XM_023829318.1
LOC111852929	XM_023829319.1
LOC111852929	XM_023829320.1
gpr157	XM_023829321.1
LOC111852929	XM_023829322.1
LOC111852930	XM_023829323.1
LOC111852931	XM_023829324.1
LOC111852932	XM_023829325.1
LOC111852932	XM_023829326.1
LOC111852932	XM_023829327.1
LOC111852932	XM_023829328.1
mrps17	XM_023829329.1
LOC111852934	XM_023829330.1
LOC111852935	XM_023829331.1
LOC111852936	XM_023829332.1
LOC111852937	XM_023829333.1
LOC111852938	XM_023829334.1
LOC111852939	XM_023829335.1
nipsnap2	XM_023829336.1
LOC111852942	XM_023829337.1
LOC111852943	XM_023829338.1
LOC111852944	XM_023829339.1
LOC111852944	XM_023829340.1
LOC111852945	XM_023829341.1
LOC111852945	XM_023829342.1
LOC111852945	XM_023829343.1
LOC111852945	XM_023829344.1
LOC111852947	XM_023829345.1
LOC111852948	XM_023829346.1
LOC111852948	XM_023829347.1
LOC111852946	XM_023829348.1
LOC111852948	XM_023829349.1
LOC111852948	XM_023829350.1
asl	XM_023829351.1
asl	XM_023829352.1
asl	XM_023829353.1
LOC111852950	XM_023829354.1
LOC111852950	XM_023829355.1
cops6	XM_023829356.1
LOC111852946	XM_023829357.1
cops6	XM_023829358.1
LOC111852952	XM_023829359.1
LOC111852952	XM_023829360.1
LOC111852953	XM_023829361.1
LOC111852954	XM_023829362.1
LOC111852956	XM_023829363.1
LOC111852946	XM_023829364.1
LOC111852957	XM_023829365.1
LOC111852957	XM_023829366.1
LOC111852958	XM_023829367.1
LOC111852966	XM_023829368.1
LOC111852976	XM_023829369.1
LOC111852976	XM_023829370.1
LOC111852976	XM_023829371.1
LOC111852978	XM_023829372.1
LOC111852978	XM_023829373.1
cnih2	XM_023829374.1
arsi	XM_023829375.1
h6pd	XM_023829376.1
LOC111852982	XM_023829377.1
LOC111852983	XM_023829378.1
LOC111852983	XM_023829379.1
ints5	XM_023829380.1
LOC111852985	XM_023829381.1
LOC111852985	XM_023829382.1
LOC111852986	XM_023829383.1
dnd1	XM_023829384.1
dnd1	XM_023829385.1
dnd1	XM_023829386.1
LOC111852989	XM_023829387.1
ccnd3	XM_023829388.1
pura	XM_023829389.1
pura	XM_023829390.1
pura	XM_023829391.1
pura	XM_023829392.1
LOC111852991	XM_023829393.1
LOC111852991	XM_023829394.1
LOC111852991	XM_023829395.1
LOC111852991	XM_023829396.1
tmem173	XM_023829397.1
ccnd3	XM_023829398.1
tmem173	XM_023829399.1
tmem173	XM_023829400.1
tmem173	XM_023829401.1
LOC111852993	XM_023829402.1
LOC111852994	XM_023829403.1
LOC111852995	XM_023829404.1
tmco6	XM_023829405.1
tmco6	XM_023829406.1
LOC111852972	XM_023829407.1
ccnd3	XM_023829408.1
tmco6	XM_023829409.1
tmco6	XM_023829410.1
LOC111852997	XM_023829411.1
LOC111852998	XM_023829412.1
LOC111852999	XM_023829413.1
LOC111852999	XM_023829414.1
LOC111853000	XM_023829415.1
LOC111853000	XM_023829416.1
ccnd3	XM_023829417.1
LOC111853000	XM_023829418.1
LOC111853000	XM_023829419.1
LOC111853001	XM_023829420.1
LOC111853001	XM_023829421.1
LOC111853001	XM_023829422.1
LOC111853001	XM_023829423.1
LOC111853002	XM_023829424.1
LOC111853002	XM_023829425.1
cxxc5	XM_023829426.1
cxxc5	XM_023829427.1
cxxc5	XM_023829428.1
cxxc5	XM_023829429.1
cxxc5	XM_023829430.1
LOC111853006	XM_023829431.1
LOC111853008	XM_023829432.1
nrg2	XM_023829433.1
LOC111853010	XM_023829434.1
LOC111853007	XM_023829435.1
LOC111853011	XM_023829436.1
LOC111853013	XM_023829437.1
ubxn1	XM_023829438.1
ubxn1	XM_023829439.1
ubxn1	XM_023829440.1
ubxn1	XM_023829441.1
ubxn1	XM_023829442.1
ubxn1	XM_023829443.1
LOC111853007	XM_023829444.1
LOC111853015	XM_023829445.1
LOC111853016	XM_023829446.1
ttc9c	XM_023829447.1
ttc9c	XM_023829448.1
ttc9c	XM_023829449.1
hars	XM_023829450.1
hars	XM_023829451.1
LOC111853019	XM_023829452.1
LOC111853007	XM_023829453.1
LOC111853019	XM_023829454.1
LOC111853019	XM_023829455.1
LOC111853019	XM_023829456.1
LOC111853019	XM_023829457.1
LOC111853019	XM_023829458.1
ccdc141	XM_023829459.1
ccdc141	XM_023829460.1
ccdc141	XM_023829461.1
LOC111853023	XM_023829462.1
LOC111853025	XM_023829463.1
LOC111853025	XM_023829464.1
LOC111853022	XM_023829465.1
LOC111853025	XM_023829466.1
LOC111853026	XM_023829467.1
LOC111853026	XM_023829468.1
LOC111853026	XM_023829469.1
LOC111853027	XM_023829470.1
LOC111853029	XM_023829471.1
LOC111853031	XM_023829472.1
LOC111853031	XM_023829473.1
LOC111853031	XM_023829474.1
wdr19	XM_023829475.1
wdr19	XM_023829476.1
LOC111853032	XM_023829477.1
wdr19	XM_023829478.1
LOC111853034	XM_023829479.1
LOC111853035	XM_023829480.1
LOC111853035	XM_023829481.1
LOC111853035	XM_023829482.1
LOC111853035	XM_023829483.1
LOC111853035	XM_023829484.1
LOC111853035	XM_023829485.1
LOC111853035	XM_023829486.1
LOC111853032	XM_023829487.1
LOC111853035	XM_023829488.1
LOC111853035	XM_023829489.1
LOC111853035	XM_023829490.1
LOC111853035	XM_023829491.1
LOC111853035	XM_023829492.1
ppargc1a	XM_023829493.1
ppargc1a	XM_023829494.1
ppargc1a	XM_023829495.1
ppargc1a	XM_023829496.1
LOC111853032	XM_023829497.1
LOC111853037	XM_023829498.1
uchl1	XM_023829499.1
LOC111853046	XM_023829500.1
LOC111853046	XM_023829501.1
LOC111853046	XM_023829502.1
LOC111853046	XM_023829503.1
tmem240	XM_023829504.1
LOC111853046	XM_023829505.1
LOC111853046	XM_023829506.1
LOC111853046	XM_023829507.1
LOC111853046	XM_023829508.1
LOC111853046	XM_023829509.1
LOC111853046	XM_023829510.1
LOC111853046	XM_023829511.1
LOC111853046	XM_023829512.1
LOC111853046	XM_023829513.1
LOC111853046	XM_023829514.1
tmem240	XM_023829515.1
tmem33	XM_023829516.1
tmem33	XM_023829517.1
LOC111853052	XM_023829518.1
tmem240	XM_023829519.1
LOC111853053	XM_023829520.1
LOC111853053	XM_023829521.1
LOC111853054	XM_023829522.1
LOC111853054	XM_023829523.1
exosc9	XM_023829524.1
exosc9	XM_023829525.1
myoz2	XM_023829526.1
myoz2	XM_023829527.1
mttp	XM_023829528.1
tbc1d1	XM_023829529.1
tbc1d1	XM_023829530.1
tbc1d1	XM_023829531.1
tbc1d1	XM_023829532.1
tmem88b	XM_023829533.1
tbc1d1	XM_023829534.1
tbc1d1	XM_023829535.1
tbc1d1	XM_023829536.1
pgm2	XM_023829537.1
pgm2	XM_023829538.1
LOC111853061	XM_023829539.1
LOC111853062	XM_023829540.1
LOC111853062	XM_023829541.1
LOC111853062	XM_023829542.1
LOC111853062	XM_023829543.1
LOC111853062	XM_023829544.1
LOC111853062	XM_023829545.1
LOC111853062	XM_023829546.1
fndc10	XM_023829547.1
LOC111853062	XM_023829548.1
LOC111853062	XM_023829549.1
LOC111853062	XM_023829550.1
LOC111853062	XM_023829551.1
LOC111853062	XM_023829552.1
LOC111853062	XM_023829553.1
LOC111853062	XM_023829554.1
LOC111853062	XM_023829555.1
LOC111853062	XM_023829556.1
LOC111853062	XM_023829557.1
LOC111853062	XM_023829558.1
LOC111853062	XM_023829559.1
LOC111853062	XM_023829560.1
LOC111853062	XM_023829561.1
LOC111853062	XM_023829562.1
ldlrad2	XM_023829563.1
LOC111853062	XM_023829564.1
LOC111853062	XM_023829565.1
LOC111853062	XM_023829566.1
LOC111853062	XM_023829567.1
LOC111853062	XM_023829568.1
LOC111853062	XM_023829569.1
LOC111853062	XM_023829570.1
LOC111853062	XM_023829571.1
LOC111853062	XM_023829572.1
LOC111853062	XM_023829573.1
LOC111853062	XM_023829574.1
LOC111853062	XM_023829575.1
LOC111853062	XM_023829576.1
LOC111853062	XM_023829577.1
LOC111853062	XM_023829578.1
LOC111853062	XM_023829579.1
LOC111853062	XM_023829580.1
LOC111853062	XM_023829581.1
LOC111853062	XM_023829582.1
polr1e	XM_023829583.1
scoc	XM_023829584.1
scoc	XM_023829585.1
LOC111853067	XM_023829586.1
LOC111853068	XM_023829587.1
nsun7	XM_023829588.1
LOC111853071	XM_023829589.1
LOC111853071	XM_023829590.1
LOC111853069	XM_023829591.1
LOC111853071	XM_023829592.1
LOC111853071	XM_023829593.1
LOC111853071	XM_023829594.1
LOC111853072	XM_023829595.1
LOC111853072	XM_023829596.1
LOC111853072	XM_023829597.1
LOC111853073	XM_023829598.1
LOC111853073	XM_023829599.1
LOC111853074	XM_023829600.1
rbpms	XM_023829601.1
rbpms	XM_023829602.1
smim18	XM_023829603.1
LOC111853075	XM_023829604.1
smim18	XM_023829605.1
smim18	XM_023829606.1
rfc1	XM_023829607.1
rfc1	XM_023829608.1
rfc1	XM_023829609.1
ugdh	XM_023829610.1
lias	XM_023829611.1
rpl9	XM_023829612.1
LOC111853075	XM_023829613.1
rbm47	XM_023829614.1
rbm47	XM_023829615.1
rbm47	XM_023829616.1
rbm47	XM_023829617.1
rbm47	XM_023829618.1
rbm47	XM_023829619.1
rbm47	XM_023829620.1
rbm47	XM_023829621.1
rbm47	XM_023829622.1
LOC111853075	XM_023829623.1
rbm47	XM_023829624.1
LOC111853083	XM_023829625.1
LOC111853083	XM_023829626.1
LOC111853083	XM_023829627.1
LOC111853083	XM_023829628.1
LOC111853083	XM_023829629.1
LOC111853083	XM_023829630.1
LOC111853083	XM_023829631.1
LOC111853083	XM_023829632.1
LOC111853083	XM_023829633.1
LOC111853083	XM_023829634.1
LOC111853083	XM_023829635.1
LOC111853083	XM_023829636.1
LOC111853083	XM_023829637.1
LOC111853084	XM_023829638.1
ube2k	XM_023829639.1
ube2k	XM_023829640.1
n4bp2	XM_023829641.1
n4bp2	XM_023829642.1
chrna9	XM_023829643.1
rhoh	XM_023829644.1
rhoh	XM_023829645.1
LOC111853084	XM_023829646.1
rhoh	XM_023829647.1
htt	XM_023829648.1
htt	XM_023829649.1
htt	XM_023829650.1
htt	XM_023829651.1
LOC111853090	XM_023829652.1
LOC111853090	XM_023829653.1
rab33b	XM_023829654.1
ndufc1	XM_023829655.1
LOC111853094	XM_023829656.1
LOC111853094	XM_023829657.1
LOC111853094	XM_023829658.1
LOC111853092	XM_023829659.1
LOC111853094	XM_023829660.1
LOC111853095	XM_023829661.1
LOC111853096	XM_023829662.1
LOC111853097	XM_023829663.1
apbb2	XM_023829664.1
LOC111853092	XM_023829665.1
apbb2	XM_023829666.1
apbb2	XM_023829667.1
apbb2	XM_023829668.1
apbb2	XM_023829669.1
apbb2	XM_023829670.1
apbb2	XM_023829671.1
rgs12	XM_023829672.1
rgs12	XM_023829673.1
rgs12	XM_023829674.1
rgs12	XM_023829675.1
rgs12	XM_023829676.1
rgs12	XM_023829677.1
rgs12	XM_023829678.1
rgs12	XM_023829679.1
LOC111853101	XM_023829680.1
kiaa0368	XM_023829681.1
LOC111853103	XM_023829682.1
LOC111853103	XM_023829683.1
LOC111853103	XM_023829684.1
LOC111853103	XM_023829685.1
LOC111853103	XM_023829686.1
smc2	XM_023829687.1
LOC111853105	XM_023829688.1
grk4	XM_023829689.1
fam114a1	XM_023829690.1
fam114a1	XM_023829691.1
LOC111853106	XM_023829692.1
LOC111853110	XM_023829693.1
LOC111853110	XM_023829694.1
zbtb5	XM_023829695.1
zbtb5	XM_023829696.1
LOC111853112	XM_023829697.1
LOC111853112	XM_023829698.1
LOC111853112	XM_023829699.1
LOC111853112	XM_023829700.1
LOC111853106	XM_023829701.1
LOC111853112	XM_023829702.1
LOC111853112	XM_023829703.1
LOC111853113	XM_023829704.1
LOC111853113	XM_023829705.1
LOC111853113	XM_023829706.1
LOC111853114	XM_023829707.1
LOC111853114	XM_023829708.1
LOC111853115	XM_023829709.1
LOC111853106	XM_023829710.1
LOC111853116	XM_023829711.1
LOC111853116	XM_023829712.1
LOC111853116	XM_023829713.1
LOC111853116	XM_023829714.1
LOC111853118	XM_023829715.1
LOC111853118	XM_023829716.1
LOC111853118	XM_023829717.1
LOC111853118	XM_023829718.1
LOC111853118	XM_023829719.1
LOC111853106	XM_023829720.1
klf3	XM_023829721.1
LOC111853120	XM_023829722.1
LOC111853121	XM_023829723.1
LOC111853122	XM_023829724.1
LOC111853122	XM_023829725.1
LOC111853122	XM_023829726.1
fabp2	XM_023829727.1
LOC111853106	XM_023829728.1
fabp2	XM_023829729.1
klhl5	XM_023829730.1
klhl5	XM_023829731.1
klhl5	XM_023829732.1
klhl5	XM_023829733.1
klhl5	XM_023829734.1
klhl5	XM_023829735.1
klhl5	XM_023829736.1
klhl5	XM_023829737.1
klhl5	XM_023829738.1
LOC111853106	XM_023829739.1
klhl5	XM_023829740.1
klhl5	XM_023829741.1
klhl5	XM_023829742.1
klhl5	XM_023829743.1
klhl5	XM_023829744.1
klhl5	XM_023829745.1
klhl5	XM_023829746.1
klhl5	XM_023829747.1
LOC111853125	XM_023829748.1
LOC111853106	XM_023829749.1
LOC111853125	XM_023829750.1
LOC111853126	XM_023829751.1
LOC111853126	XM_023829752.1
LOC111853126	XM_023829753.1
LOC111853106	XM_023829754.1
LOC111853133	XM_023829755.1
LOC111853133	XM_023829756.1
LOC111853106	XM_023829757.1
LOC111853134	XM_023829758.1
LOC111853134	XM_023829759.1
LOC111853134	XM_023829760.1
LOC111853134	XM_023829761.1
dok7	XM_023829762.1
dok7	XM_023829763.1
dok7	XM_023829764.1
dok7	XM_023829765.1
LOC111853106	XM_023829766.1
dok7	XM_023829767.1
dok7	XM_023829768.1
dok7	XM_023829769.1
LOC111853137	XM_023829770.1
hgsnat	XM_023829771.1
hgsnat	XM_023829772.1
LOC111853139	XM_023829773.1
smim14	XM_023829774.1
LOC111853106	XM_023829775.1
LOC111853144	XM_023829776.1
LOC111853144	XM_023829777.1
LOC111853106	XM_023829778.1
LOC111853145	XM_023829779.1
LOC111853147	XM_023829780.1
LOC111853147	XM_023829781.1
LOC111853147	XM_023829782.1
LOC111853147	XM_023829783.1
LOC111853147	XM_023829784.1
cryaa	XM_023829785.1
LOC111853148	XM_023829786.1
LOC111853150	XM_023829787.1
