GO_IDs	GO_terms
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0043171	peptide catabolic process
GO:0043200	response to amino acid
GO:0043248	proteasome assembly
GO:0043249	erythrocyte maturation
GO:0043252	sodium-independent organic anion transport
GO:0043267	negative regulation of potassium ion transport
GO:0043271	negative regulation of ion transport
GO:0043277	apoptotic cell clearance
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0043282	pharyngeal muscle development
GO:0043304	regulation of mast cell degranulation
GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0043330	response to exogenous dsRNA
GO:0043362	nucleate erythrocyte maturation
GO:0043363	nucleate erythrocyte differentiation
GO:0043368	positive T cell selection
GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation
GO:0043383	negative T cell selection
GO:0043388	positive regulation of DNA binding
GO:0043392	negative regulation of DNA binding
GO:0043401	steroid hormone mediated signaling pathway
GO:0043402	glucocorticoid mediated signaling pathway
GO:0043403	skeletal muscle tissue regeneration
GO:0043405	regulation of MAP kinase activity
GO:0043406	positive regulation of MAP kinase activity
GO:0043407	negative regulation of MAP kinase activity
GO:0043408	regulation of MAPK cascade
GO:0043409	negative regulation of MAPK cascade
GO:0043410	positive regulation of MAPK cascade
GO:0043416	regulation of skeletal muscle tissue regeneration
GO:0043418	homocysteine catabolic process
GO:0043420	anthranilate metabolic process
GO:0043433	negative regulation of DNA-binding transcription factor activity
GO:0043434	response to peptide hormone
GO:0043461	proton-transporting ATP synthase complex assembly
GO:0043473	pigmentation
GO:0043484	regulation of RNA splicing
GO:0043485	endosome to pigment granule transport
GO:0043486	histone exchange
GO:0043487	regulation of RNA stability
GO:0043488	regulation of mRNA stability
GO:0043489	RNA stabilization
GO:0043490	malate-aspartate shuttle
GO:0043491	protein kinase B signaling
GO:0043496	regulation of protein homodimerization activity
GO:0043504	mitochondrial DNA repair
GO:0043508	negative regulation of JUN kinase activity
GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator
GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator
GO:0043523	regulation of neuron apoptotic process
GO:0043524	negative regulation of neuron apoptotic process
GO:0043525	positive regulation of neuron apoptotic process
GO:0043534	blood vessel endothelial cell migration
GO:0043535	regulation of blood vessel endothelial cell migration
GO:0043536	positive regulation of blood vessel endothelial cell migration
GO:0043537	negative regulation of blood vessel endothelial cell migration
GO:0043542	endothelial cell migration
GO:0043545	molybdopterin cofactor metabolic process
GO:0043547	positive regulation of GTPase activity
GO:0043551	regulation of phosphatidylinositol 3-kinase activity
GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity
GO:0043553	negative regulation of phosphatidylinositol 3-kinase activity
GO:0043567	regulation of insulin-like growth factor receptor signaling pathway
GO:0043568	positive regulation of insulin-like growth factor receptor signaling pathway
GO:0043570	maintenance of DNA repeat elements
GO:0043576	regulation of respiratory gaseous exchange
GO:0043583	ear development
GO:0043584	nose development
GO:0043588	skin development
GO:0043589	skin morphogenesis
GO:0043604	amide biosynthetic process
GO:0043605	cellular amide catabolic process
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0043627	response to estrogen
GO:0043630	ncRNA polyadenylation involved in polyadenylation-dependent ncRNA catabolic process
GO:0043631	RNA polyadenylation
GO:0043652	engulfment of apoptotic cell
GO:0043653	mitochondrial fragmentation involved in apoptotic process
GO:0043666	regulation of phosphoprotein phosphatase activity
GO:0043686	co-translational protein modification
GO:0043691	reverse cholesterol transport
GO:0043697	cell dedifferentiation
GO:0043704	photoreceptor cell fate specification
GO:0043922	negative regulation by host of viral transcription
GO:0043928	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay
GO:0043931	ossification involved in bone maturation
GO:0043950	positive regulation of cAMP-mediated signaling
GO:0043951	negative regulation of cAMP-mediated signaling
GO:0043966	histone H3 acetylation
GO:0043967	histone H4 acetylation
GO:0043968	histone H2A acetylation
GO:0043981	histone H4-K5 acetylation
GO:0043982	histone H4-K8 acetylation
GO:0043983	histone H4-K12 acetylation
GO:0043984	histone H4-K16 acetylation
GO:0043985	histone H4-R3 methylation
GO:0043988	histone H3-S28 phosphorylation
GO:0044027	hypermethylation of CpG island
GO:0044030	regulation of DNA methylation
GO:0044088	regulation of vacuole organization
GO:0044154	histone H3-K14 acetylation
GO:0044205	'de novo' UMP biosynthetic process
GO:0044206	UMP salvage
GO:0044208	'de novo' AMP biosynthetic process
GO:0044209	AMP salvage
GO:0044210	'de novo' CTP biosynthetic process
GO:0044211	CTP salvage
GO:0044237	cellular metabolic process
GO:0044241	lipid digestion
GO:0044249	cellular biosynthetic process
GO:0044255	cellular lipid metabolic process
GO:0044262	cellular carbohydrate metabolic process
GO:0044319	wound healing, spreading of cells
GO:0044321	response to leptin
GO:0044331	cell-cell adhesion mediated by cadherin
GO:0044332	Wnt signaling pathway involved in dorsal/ventral axis specification
GO:0044341	sodium-dependent phosphate transport
GO:0044342	type B pancreatic cell proliferation
GO:0044375	regulation of peroxisome size
GO:0044458	motile cilium assembly
GO:0044539	long-chain fatty acid import
GO:0044566	chondrocyte activation
GO:0044571	[2Fe-2S] cluster assembly
GO:0044770	cell cycle phase transition
GO:0044772	mitotic cell cycle phase transition
GO:0044773	mitotic DNA damage checkpoint
GO:0044774	mitotic DNA integrity checkpoint
GO:0044778	meiotic DNA integrity checkpoint
GO:0044782	cilium organization
GO:0044783	G1 DNA damage checkpoint
GO:0044794	positive regulation by host of viral process
GO:0044795	trans-Golgi network to recycling endosome transport
GO:0044805	late nucleophagy
GO:0044806	G-quadruplex DNA unwinding
GO:0044829	positive regulation by host of viral genome replication
GO:0044878	mitotic cytokinesis checkpoint
GO:0045002	double-strand break repair via single-strand annealing
GO:0045003	double-strand break repair via synthesis-dependent strand annealing
GO:0045004	DNA replication proofreading
GO:0045010	actin nucleation
GO:0045022	early endosome to late endosome transport
GO:0045026	plasma membrane fusion
GO:0045039	protein import into mitochondrial inner membrane
GO:0045041	protein import into mitochondrial intermembrane space
GO:0045046	protein import into peroxisome membrane
GO:0045047	protein targeting to ER
GO:0045048	protein insertion into ER membrane
GO:0045053	protein retention in Golgi apparatus
GO:0045055	regulated exocytosis
GO:0045056	transcytosis
GO:0045064	T-helper 2 cell differentiation
GO:0045070	positive regulation of viral genome replication
GO:0045071	negative regulation of viral genome replication
GO:0045075	regulation of interleukin-12 biosynthetic process
GO:0045078	positive regulation of interferon-gamma biosynthetic process
GO:0045087	innate immune response
GO:0045088	regulation of innate immune response
GO:0045089	positive regulation of innate immune response
GO:0045104	intermediate filament cytoskeleton organization
GO:0045109	intermediate filament organization
GO:0045116	protein neddylation
GO:0045128	negative regulation of reciprocal meiotic recombination
GO:0045132	meiotic chromosome segregation
GO:0045143	homologous chromosome segregation
GO:0045162	clustering of voltage-gated sodium channels
GO:0045165	cell fate commitment
GO:0045168	cell-cell signaling involved in cell fate commitment
GO:0045176	apical protein localization
GO:0045184	establishment of protein localization
GO:0045187	regulation of circadian sleep/wake cycle, sleep
GO:0045190	isotype switching
GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity
GO:0045198	establishment of epithelial cell apical/basal polarity
GO:0045199	maintenance of epithelial cell apical/basal polarity
GO:0045214	sarcomere organization
GO:0045216	cell-cell junction organization
GO:0045217	cell-cell junction maintenance
GO:0045226	extracellular polysaccharide biosynthetic process
GO:0045234	protein palmitoleylation
GO:0045292	mRNA cis splicing, via spliceosome
GO:0045299	otolith mineralization
GO:0045324	late endosome to vacuole transport
GO:0045329	carnitine biosynthetic process
GO:0045332	phospholipid translocation
GO:0045333	cellular respiration
GO:0045337	farnesyl diphosphate biosynthetic process
GO:0045338	farnesyl diphosphate metabolic process
GO:0045359	positive regulation of interferon-beta biosynthetic process
GO:0045366	regulation of interleukin-13 biosynthetic process
GO:0045416	positive regulation of interleukin-8 biosynthetic process
GO:0045429	positive regulation of nitric oxide biosynthetic process
GO:0045444	fat cell differentiation
GO:0045445	myoblast differentiation
GO:0045446	endothelial cell differentiation
GO:0045453	bone resorption
GO:0045454	cell redox homeostasis
GO:0045471	response to ethanol
GO:0045475	locomotor rhythm
GO:0045494	photoreceptor cell maintenance
GO:0045542	positive regulation of cholesterol biosynthetic process
GO:0045576	mast cell activation
GO:0045577	regulation of B cell differentiation
GO:0045579	positive regulation of B cell differentiation
GO:0045580	regulation of T cell differentiation
GO:0045582	positive regulation of T cell differentiation
GO:0045589	regulation of regulatory T cell differentiation
GO:0045595	regulation of cell differentiation
GO:0045596	negative regulation of cell differentiation
GO:0045597	positive regulation of cell differentiation
GO:0045599	negative regulation of fat cell differentiation
GO:0045600	positive regulation of fat cell differentiation
GO:0045601	regulation of endothelial cell differentiation
GO:0045602	negative regulation of endothelial cell differentiation
GO:0045603	positive regulation of endothelial cell differentiation
GO:0045604	regulation of epidermal cell differentiation
GO:0045616	regulation of keratinocyte differentiation
GO:0045619	regulation of lymphocyte differentiation
GO:0045620	negative regulation of lymphocyte differentiation
GO:0045621	positive regulation of lymphocyte differentiation
GO:0045627	positive regulation of T-helper 1 cell differentiation
GO:0045629	negative regulation of T-helper 2 cell differentiation
GO:0045634	regulation of melanocyte differentiation
GO:0045637	regulation of myeloid cell differentiation
GO:0045638	negative regulation of myeloid cell differentiation
GO:0045639	positive regulation of myeloid cell differentiation
GO:0045646	regulation of erythrocyte differentiation
GO:0045647	negative regulation of erythrocyte differentiation
GO:0045648	positive regulation of erythrocyte differentiation
GO:0045649	regulation of macrophage differentiation
GO:0045658	regulation of neutrophil differentiation
GO:0045659	negative regulation of neutrophil differentiation
GO:0045660	positive regulation of neutrophil differentiation
GO:0045663	positive regulation of myoblast differentiation
GO:0045664	regulation of neuron differentiation
GO:0045665	negative regulation of neuron differentiation
GO:0045666	positive regulation of neuron differentiation
GO:0045667	regulation of osteoblast differentiation
GO:0045668	negative regulation of osteoblast differentiation
GO:0045669	positive regulation of osteoblast differentiation
GO:0045670	regulation of osteoclast differentiation
GO:0045671	negative regulation of osteoclast differentiation
GO:0045682	regulation of epidermis development
GO:0045685	regulation of glial cell differentiation
GO:0045719	negative regulation of glycogen biosynthetic process
GO:0045721	negative regulation of gluconeogenesis
GO:0045724	positive regulation of cilium assembly
GO:0045727	positive regulation of translation
GO:0045728	respiratory burst after phagocytosis
GO:0045730	respiratory burst
GO:0045732	positive regulation of protein catabolic process
GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0045739	positive regulation of DNA repair
GO:0045740	positive regulation of DNA replication
GO:0045743	positive regulation of fibroblast growth factor receptor signaling pathway
GO:0045746	negative regulation of Notch signaling pathway
GO:0045747	positive regulation of Notch signaling pathway
GO:0045761	regulation of adenylate cyclase activity
GO:0045765	regulation of angiogenesis
GO:0045766	positive regulation of angiogenesis
GO:0045773	positive regulation of axon extension
GO:0045776	negative regulation of blood pressure
GO:0045786	negative regulation of cell cycle
GO:0045787	positive regulation of cell cycle
GO:0045807	positive regulation of endocytosis
GO:0045812	negative regulation of Wnt signaling pathway, calcium modulating pathway
GO:0045813	positive regulation of Wnt signaling pathway, calcium modulating pathway
GO:0045814	negative regulation of gene expression, epigenetic
GO:0045815	positive regulation of gene expression, epigenetic
GO:0045822	negative regulation of heart contraction
GO:0045823	positive regulation of heart contraction
GO:0045824	negative regulation of innate immune response
GO:0045835	negative regulation of meiotic nuclear division
GO:0045839	negative regulation of mitotic nuclear division
GO:0045840	positive regulation of mitotic nuclear division
GO:0045842	positive regulation of mitotic metaphase/anaphase transition
GO:0045843	negative regulation of striated muscle tissue development
GO:0045859	regulation of protein kinase activity
GO:0045860	positive regulation of protein kinase activity
GO:0045869	negative regulation of single stranded viral RNA replication via double stranded DNA intermediate
GO:0045876	positive regulation of sister chromatid cohesion
GO:0045879	negative regulation of smoothened signaling pathway
GO:0045880	positive regulation of smoothened signaling pathway
GO:0045887	positive regulation of synaptic growth at neuromuscular junction
GO:0045892	negative regulation of transcription, DNA-templated
GO:0045893	positive regulation of transcription, DNA-templated
GO:0045898	regulation of RNA polymerase II transcriptional preinitiation complex assembly
GO:0045899	positive regulation of RNA polymerase II transcriptional preinitiation complex assembly
GO:0045900	negative regulation of translational elongation
GO:0045901	positive regulation of translational elongation
GO:0045903	positive regulation of translational fidelity
GO:0045905	positive regulation of translational termination
GO:0045907	positive regulation of vasoconstriction
GO:0045910	negative regulation of DNA recombination
GO:0045916	negative regulation of complement activation
GO:0045920	negative regulation of exocytosis
GO:0045921	positive regulation of exocytosis
GO:0045926	negative regulation of growth
GO:0045930	negative regulation of mitotic cell cycle
GO:0045931	positive regulation of mitotic cell cycle
GO:0045932	negative regulation of muscle contraction
GO:0045938	positive regulation of circadian sleep/wake cycle, sleep
GO:0045943	positive regulation of transcription by RNA polymerase I
GO:0045944	positive regulation of transcription by RNA polymerase II
GO:0045947	negative regulation of translational initiation
GO:0045948	positive regulation of translational initiation
GO:0045950	negative regulation of mitotic recombination
GO:0045951	positive regulation of mitotic recombination
GO:0045956	positive regulation of calcium ion-dependent exocytosis
GO:0045967	negative regulation of growth rate
GO:0045987	positive regulation of smooth muscle contraction
GO:0045988	negative regulation of striated muscle contraction
GO:0045995	regulation of embryonic development
GO:0046010	positive regulation of circadian sleep/wake cycle, non-REM sleep
GO:0046015	regulation of transcription by glucose
GO:0046033	AMP metabolic process
GO:0046034	ATP metabolic process
GO:0046039	GTP metabolic process
GO:0046040	IMP metabolic process
GO:0046041	ITP metabolic process
GO:0046057	dADP catabolic process
GO:0046061	dATP catabolic process
GO:0046067	dGDP catabolic process
GO:0046080	dUTP metabolic process
GO:0046084	adenine biosynthetic process
GO:0046098	guanine metabolic process
GO:0046100	hypoxanthine metabolic process
GO:0046103	inosine biosynthetic process
GO:0046104	thymidine metabolic process
GO:0046130	purine ribonucleoside catabolic process
GO:0046154	rhodopsin metabolic process
GO:0046166	glyceraldehyde-3-phosphate biosynthetic process
GO:0046167	glycerol-3-phosphate biosynthetic process
GO:0046168	glycerol-3-phosphate catabolic process
GO:0046208	spermine catabolic process
GO:0046294	formaldehyde catabolic process
GO:0046323	glucose import
GO:0046324	regulation of glucose import
GO:0046325	negative regulation of glucose import
GO:0046326	positive regulation of glucose import
GO:0046327	glycerol biosynthetic process from pyruvate
GO:0046328	regulation of JNK cascade
GO:0046329	negative regulation of JNK cascade
GO:0046330	positive regulation of JNK cascade
GO:0046331	lateral inhibition
GO:0046340	diacylglycerol catabolic process
GO:0046355	mannan catabolic process
GO:0046359	butyrate catabolic process
GO:0046373	L-arabinose metabolic process
GO:0046416	D-amino acid metabolic process
GO:0046426	negative regulation of JAK-STAT cascade
GO:0046427	positive regulation of JAK-STAT cascade
GO:0046452	dihydrofolate metabolic process
GO:0046459	short-chain fatty acid metabolic process
GO:0046464	acylglycerol catabolic process
GO:0046470	phosphatidylcholine metabolic process
GO:0046474	glycerophospholipid biosynthetic process
GO:0046475	glycerophospholipid catabolic process
GO:0046477	glycosylceramide catabolic process
GO:0046485	ether lipid metabolic process
GO:0046486	glycerolipid metabolic process
GO:0046487	glyoxylate metabolic process
GO:0046488	phosphatidylinositol metabolic process
GO:0046491	L-methylmalonyl-CoA metabolic process
GO:0046496	nicotinamide nucleotide metabolic process
GO:0046498	S-adenosylhomocysteine metabolic process
GO:0046500	S-adenosylmethionine metabolic process
GO:0046512	sphingosine biosynthetic process
GO:0046513	ceramide biosynthetic process
GO:0046514	ceramide catabolic process
GO:0046530	photoreceptor cell differentiation
GO:0046532	regulation of photoreceptor cell differentiation
GO:0046533	negative regulation of photoreceptor cell differentiation
GO:0046541	saliva secretion
GO:0046545	development of primary female sexual characteristics
GO:0046546	development of primary male sexual characteristics
GO:0046548	retinal rod cell development
GO:0046549	retinal cone cell development
GO:0046551	retinal cone cell fate commitment
GO:0046552	photoreceptor cell fate commitment
GO:0046578	regulation of Ras protein signal transduction
GO:0046579	positive regulation of Ras protein signal transduction
GO:0046580	negative regulation of Ras protein signal transduction
GO:0046588	negative regulation of calcium-dependent cell-cell adhesion
GO:0046599	regulation of centriole replication
GO:0046600	negative regulation of centriole replication
GO:0046601	positive regulation of centriole replication
GO:0046619	optic placode formation involved in camera-type eye formation
GO:0046620	regulation of organ growth
GO:0046626	regulation of insulin receptor signaling pathway
GO:0046627	negative regulation of insulin receptor signaling pathway
GO:0046632	alpha-beta T cell differentiation
GO:0046641	positive regulation of alpha-beta T cell proliferation
GO:0046653	tetrahydrofolate metabolic process
GO:0046654	tetrahydrofolate biosynthetic process
GO:0046655	folic acid metabolic process
GO:0046660	female sex differentiation
GO:0046671	negative regulation of retinal cell programmed cell death
GO:0046676	negative regulation of insulin secretion
GO:0046677	response to antibiotic
GO:0046685	response to arsenic-containing substance
GO:0046686	response to cadmium ion
GO:0046688	response to copper ion
GO:0046712	GDP catabolic process
GO:0046716	muscle cell cellular homeostasis
GO:0046718	viral entry into host cell
GO:0046777	protein autophosphorylation
GO:0046782	regulation of viral transcription
GO:0046785	microtubule polymerization
GO:0046825	regulation of protein export from nucleus
GO:0046833	positive regulation of RNA export from nucleus
GO:0046835	carbohydrate phosphorylation
GO:0046839	phospholipid dephosphorylation
GO:0046847	filopodium assembly
GO:0046849	bone remodeling
GO:0046850	regulation of bone remodeling
GO:0046854	phosphatidylinositol phosphorylation
GO:0046855	inositol phosphate dephosphorylation
GO:0046856	phosphatidylinositol dephosphorylation
GO:0046874	quinolinate metabolic process
GO:0046883	regulation of hormone secretion
GO:0046888	negative regulation of hormone secretion
GO:0046889	positive regulation of lipid biosynthetic process
GO:0046890	regulation of lipid biosynthetic process
GO:0046900	tetrahydrofolylpolyglutamate metabolic process
GO:0046901	tetrahydrofolylpolyglutamate biosynthetic process
GO:0046907	intracellular transport
GO:0046928	regulation of neurotransmitter secretion
GO:0046939	nucleotide phosphorylation
GO:0046947	hydroxylysine biosynthetic process
GO:0046951	ketone body biosynthetic process
GO:0046952	ketone body catabolic process
GO:0046959	habituation
GO:0046984	regulation of hemoglobin biosynthetic process
GO:0047496	vesicle transport along microtubule
GO:0047497	mitochondrion transport along microtubule
GO:0048008	platelet-derived growth factor receptor signaling pathway
GO:0048009	insulin-like growth factor receptor signaling pathway
GO:0048010	vascular endothelial growth factor receptor signaling pathway
GO:0048011	neurotrophin TRK receptor signaling pathway
GO:0048013	ephrin receptor signaling pathway
GO:0048014	Tie signaling pathway
GO:0048015	phosphatidylinositol-mediated signaling
GO:0048016	inositol phosphate-mediated signaling
GO:0048017	inositol lipid-mediated signaling
GO:0048021	regulation of melanin biosynthetic process
GO:0048023	positive regulation of melanin biosynthetic process
GO:0048024	regulation of mRNA splicing, via spliceosome
GO:0048025	negative regulation of mRNA splicing, via spliceosome
GO:0048026	positive regulation of mRNA splicing, via spliceosome
GO:0048034	heme O biosynthetic process
GO:0048048	embryonic eye morphogenesis
GO:0048050	post-embryonic eye morphogenesis
GO:0048066	developmental pigmentation
GO:0048069	eye pigmentation
GO:0048070	regulation of developmental pigmentation
GO:0048076	regulation of compound eye pigmentation
GO:0048096	chromatin-mediated maintenance of transcription
GO:0048102	autophagic cell death
GO:0048146	positive regulation of fibroblast proliferation
GO:0048148	behavioral response to cocaine
GO:0048167	regulation of synaptic plasticity
GO:0048168	regulation of neuronal synaptic plasticity
GO:0048172	regulation of short-term neuronal synaptic plasticity
GO:0048193	Golgi vesicle transport
GO:0048194	Golgi vesicle budding
GO:0048203	vesicle targeting, trans-Golgi to endosome
GO:0048205	COPI coating of Golgi vesicle
GO:0048208	COPII vesicle coating
GO:0048209	regulation of vesicle targeting, to, from or within Golgi
GO:0048210	Golgi vesicle fusion to target membrane
GO:0048211	Golgi vesicle docking
GO:0048213	Golgi vesicle prefusion complex stabilization
GO:0048239	negative regulation of DNA recombination at telomere
GO:0048240	sperm capacitation
GO:0048242	epinephrine secretion
GO:0048245	eosinophil chemotaxis
GO:0048246	macrophage chemotaxis
GO:0048247	lymphocyte chemotaxis
GO:0048250	iron import into the mitochondrion
GO:0048251	elastic fiber assembly
GO:0048255	mRNA stabilization
GO:0048259	regulation of receptor-mediated endocytosis
GO:0048260	positive regulation of receptor-mediated endocytosis
GO:0048262	determination of dorsal/ventral asymmetry
GO:0048263	determination of dorsal identity
GO:0048264	determination of ventral identity
GO:0048266	behavioral response to pain
GO:0048268	clathrin coat assembly
GO:0048278	vesicle docking
GO:0048280	vesicle fusion with Golgi apparatus
GO:0048286	lung alveolus development
GO:0048294	negative regulation of isotype switching to IgE isotypes
GO:0048302	regulation of isotype switching to IgG isotypes
GO:0048311	mitochondrion distribution
GO:0048312	intracellular distribution of mitochondria
GO:0048318	axial mesoderm development
GO:0048319	axial mesoderm morphogenesis
GO:0048327	axial mesodermal cell fate specification
GO:0048329	negative regulation of axial mesodermal cell fate specification
GO:0048331	axial mesoderm structural organization
GO:0048332	mesoderm morphogenesis
GO:0048333	mesodermal cell differentiation
GO:0048339	paraxial mesoderm development
GO:0048341	paraxial mesoderm formation
GO:0048342	paraxial mesodermal cell differentiation
GO:0048348	paraxial mesodermal cell fate specification
GO:0048368	lateral mesoderm development
GO:0048382	mesendoderm development
GO:0048384	retinoic acid receptor signaling pathway
GO:0048385	regulation of retinoic acid receptor signaling pathway
GO:0048387	negative regulation of retinoic acid receptor signaling pathway
GO:0048389	intermediate mesoderm development
GO:0048468	cell development
GO:0048477	oogenesis
GO:0048478	replication fork protection
GO:0048484	enteric nervous system development
GO:0048485	sympathetic nervous system development
GO:0048488	synaptic vesicle endocytosis
GO:0048489	synaptic vesicle transport
GO:0048490	anterograde synaptic vesicle transport
GO:0048496	maintenance of animal organ identity
GO:0048499	synaptic vesicle membrane organization
GO:0048511	rhythmic process
GO:0048512	circadian behavior
GO:0048513	animal organ development
GO:0048514	blood vessel morphogenesis
GO:0048515	spermatid differentiation
GO:0048534	hematopoietic or lymphoid organ development
GO:0048536	spleen development
GO:0048538	thymus development
GO:0048545	response to steroid hormone
GO:0048546	digestive tract morphogenesis
GO:0048557	embryonic digestive tract morphogenesis
GO:0048562	embryonic organ morphogenesis
GO:0048565	digestive tract development
GO:0048566	embryonic digestive tract development
GO:0048568	embryonic organ development
GO:0048570	notochord morphogenesis
GO:0048588	developmental cell growth
GO:0048589	developmental growth
GO:0048592	eye morphogenesis
GO:0048593	camera-type eye morphogenesis
GO:0048596	embryonic camera-type eye morphogenesis
GO:0048598	embryonic morphogenesis
GO:0048599	oocyte development
GO:0048608	reproductive structure development
GO:0048617	embryonic foregut morphogenesis
GO:0048618	post-embryonic foregut morphogenesis
GO:0048634	regulation of muscle organ development
GO:0048635	negative regulation of muscle organ development
GO:0048640	negative regulation of developmental growth
GO:0048641	regulation of skeletal muscle tissue development
GO:0048642	negative regulation of skeletal muscle tissue development
GO:0048644	muscle organ morphogenesis
GO:0048646	anatomical structure formation involved in morphogenesis
GO:0048659	smooth muscle cell proliferation
GO:0048661	positive regulation of smooth muscle cell proliferation
GO:0048662	negative regulation of smooth muscle cell proliferation
GO:0048663	neuron fate commitment
GO:0048665	neuron fate specification
GO:0048666	neuron development
GO:0048667	cell morphogenesis involved in neuron differentiation
GO:0048668	collateral sprouting
GO:0048670	regulation of collateral sprouting
GO:0048675	axon extension
GO:0048677	axon extension involved in regeneration
GO:0048678	response to axon injury
GO:0048679	regulation of axon regeneration
GO:0048680	positive regulation of axon regeneration
GO:0048681	negative regulation of axon regeneration
GO:0048685	negative regulation of collateral sprouting of intact axon in response to injury
GO:0048696	regulation of collateral sprouting in absence of injury
GO:0048699	generation of neurons
GO:0048701	embryonic cranial skeleton morphogenesis
GO:0048702	embryonic neurocranium morphogenesis
GO:0048703	embryonic viscerocranium morphogenesis
GO:0048704	embryonic skeletal system morphogenesis
GO:0048705	skeletal system morphogenesis
GO:0048706	embryonic skeletal system development
GO:0048708	astrocyte differentiation
GO:0048709	oligodendrocyte differentiation
GO:0048714	positive regulation of oligodendrocyte differentiation
GO:0048730	epidermis morphogenesis
GO:0048731	system development
GO:0048732	gland development
GO:0048738	cardiac muscle tissue development
GO:0048739	cardiac muscle fiber development
GO:0048741	skeletal muscle fiber development
GO:0048742	regulation of skeletal muscle fiber development
GO:0048743	positive regulation of skeletal muscle fiber development
GO:0048745	smooth muscle tissue development
GO:0048747	muscle fiber development
GO:0048749	compound eye development
GO:0048752	semicircular canal morphogenesis
GO:0048755	branching morphogenesis of a nerve
GO:0048757	pigment granule maturation
GO:0048769	sarcomerogenesis
GO:0048771	tissue remodeling
GO:0048785	hatching gland development
GO:0048791	calcium ion-regulated exocytosis of neurotransmitter
GO:0048793	pronephros development
GO:0048794	swim bladder development
GO:0048795	swim bladder morphogenesis
GO:0048797	swim bladder formation
GO:0048798	swim bladder inflation
GO:0048812	neuron projection morphogenesis
GO:0048813	dendrite morphogenesis
GO:0048814	regulation of dendrite morphogenesis
GO:0048821	erythrocyte development
GO:0048823	nucleate erythrocyte development
GO:0048839	inner ear development
GO:0048840	otolith development
GO:0048841	regulation of axon extension involved in axon guidance
GO:0048842	positive regulation of axon extension involved in axon guidance
GO:0048843	negative regulation of axon extension involved in axon guidance
GO:0048844	artery morphogenesis
GO:0048845	venous blood vessel morphogenesis
GO:0048846	axon extension involved in axon guidance
GO:0048848	neurohypophysis morphogenesis
GO:0048853	forebrain morphogenesis
GO:0048854	brain morphogenesis
GO:0048855	adenohypophysis morphogenesis
GO:0048856	anatomical structure development
GO:0048859	formation of anatomical boundary
GO:0048863	stem cell differentiation
GO:0048865	stem cell fate commitment
GO:0048870	cell motility
GO:0048871	multicellular organismal homeostasis
GO:0048873	homeostasis of number of cells within a tissue
GO:0048881	mechanosensory lateral line system development
GO:0048882	lateral line development
GO:0048883	neuromast primordium migration
GO:0048884	neuromast development
GO:0048885	neuromast deposition
GO:0048886	neuromast hair cell differentiation
GO:0048890	lateral line ganglion development
GO:0048892	lateral line nerve development
GO:0048899	anterior lateral line development
GO:0048901	anterior lateral line neuromast development
GO:0048903	anterior lateral line neuromast hair cell differentiation
GO:0048909	anterior lateral line nerve development
GO:0048914	myelination of anterior lateral line nerve axons
GO:0048916	posterior lateral line development
GO:0048917	posterior lateral line ganglion development
GO:0048918	posterior lateral line nerve development
GO:0048919	posterior lateral line neuromast development
GO:0048920	posterior lateral line neuromast primordium migration
GO:0048922	posterior lateral line neuromast deposition
GO:0048923	posterior lateral line neuromast hair cell differentiation
GO:0048924	posterior lateral line neuromast mantle cell differentiation
GO:0048925	lateral line system development
GO:0048929	efferent axon development in posterior lateral line nerve
GO:0048932	myelination of posterior lateral line nerve axons
GO:0048933	afferent axon development in posterior lateral line nerve
GO:0048935	peripheral nervous system neuron development
GO:0048936	peripheral nervous system neuron axonogenesis
GO:0048937	lateral line nerve glial cell development
GO:0050427	3'-phosphoadenosine 5'-phosphosulfate metabolic process
GO:0050428	3'-phosphoadenosine 5'-phosphosulfate biosynthetic process
GO:0050435	amyloid-beta metabolic process
GO:0050482	arachidonic acid secretion
GO:0050650	chondroitin sulfate proteoglycan biosynthetic process
GO:0050654	chondroitin sulfate proteoglycan metabolic process
GO:0050655	dermatan sulfate proteoglycan metabolic process
GO:0050665	hydrogen peroxide biosynthetic process
GO:0050667	homocysteine metabolic process
GO:0050673	epithelial cell proliferation
GO:0050678	regulation of epithelial cell proliferation
GO:0050680	negative regulation of epithelial cell proliferation
GO:0050684	regulation of mRNA processing
GO:0050686	negative regulation of mRNA processing
GO:0050687	negative regulation of defense response to virus
GO:0050688	regulation of defense response to virus
GO:0050691	regulation of defense response to virus by host
