GO_IDs	GO_terms
GO:0009383	rRNA (cytosine-C5-)-methyltransferase activity
GO:0009881	photoreceptor activity
GO:0009918	sterol delta7 reductase activity
GO:0009922	fatty acid elongase activity
GO:0009931	calcium-dependent protein serine/threonine kinase activity
GO:0009982	pseudouridine synthase activity
GO:0010181	FMN binding
GO:0010314	phosphatidylinositol-5-phosphate binding
GO:0010385	double-stranded methylated DNA binding
GO:0010436	carotenoid dioxygenase activity
GO:0010485	H4 histone acetyltransferase activity
GO:0010521	telomerase inhibitor activity
GO:0010857	calcium-dependent protein kinase activity
GO:0010859	calcium-dependent cysteine-type endopeptidase inhibitor activity
GO:0010997	anaphase-promoting complex binding
GO:0015016	[heparan sulfate]-glucosamine N-sulfotransferase activity
GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity
GO:0015020	glucuronosyltransferase activity
GO:0015026	coreceptor activity
GO:0015035	protein disulfide oxidoreductase activity
GO:0015036	disulfide oxidoreductase activity
GO:0015038	glutathione disulfide oxidoreductase activity
GO:0015039	NADPH-adrenodoxin reductase activity
GO:0015056	corticotrophin-releasing factor receptor activity
GO:0015057	thrombin-activated receptor activity
GO:0015067	amidinotransferase activity
GO:0015068	glycine amidinotransferase activity
GO:0015075	ion transmembrane transporter activity
GO:0015078	proton transmembrane transporter activity
GO:0015079	potassium ion transmembrane transporter activity
GO:0015081	sodium ion transmembrane transporter activity
GO:0015086	cadmium ion transmembrane transporter activity
GO:0015095	magnesium ion transmembrane transporter activity
GO:0015098	molybdate ion transmembrane transporter activity
GO:0015105	arsenite transmembrane transporter activity
GO:0015106	bicarbonate transmembrane transporter activity
GO:0015108	chloride transmembrane transporter activity
GO:0015114	phosphate ion transmembrane transporter activity
GO:0015116	sulfate transmembrane transporter activity
GO:0015117	thiosulfate transmembrane transporter activity
GO:0015125	bile acid transmembrane transporter activity
GO:0015129	lactate transmembrane transporter activity
GO:0015131	oxaloacetate transmembrane transporter activity
GO:0015136	sialic acid transmembrane transporter activity
GO:0015137	citrate transmembrane transporter activity
GO:0015140	malate transmembrane transporter activity
GO:0015141	succinate transmembrane transporter activity
GO:0015144	carbohydrate transmembrane transporter activity
GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity
GO:0015168	glycerol transmembrane transporter activity
GO:0015171	amino acid transmembrane transporter activity
GO:0015173	aromatic amino acid transmembrane transporter activity
GO:0015174	basic amino acid transmembrane transporter activity
GO:0015175	neutral amino acid transmembrane transporter activity
GO:0015179	L-amino acid transmembrane transporter activity
GO:0015181	arginine transmembrane transporter activity
GO:0015183	L-aspartate transmembrane transporter activity
GO:0015184	L-cystine transmembrane transporter activity
GO:0015187	glycine transmembrane transporter activity
GO:0015189	L-lysine transmembrane transporter activity
GO:0015199	amino-acid betaine transmembrane transporter activity
GO:0015204	urea transmembrane transporter activity
GO:0015217	ADP transmembrane transporter activity
GO:0015218	pyrimidine nucleotide transmembrane transporter activity
GO:0015220	choline transmembrane transporter activity
GO:0015226	carnitine transmembrane transporter activity
GO:0015227	acyl carnitine transmembrane transporter activity
GO:0015228	coenzyme A transmembrane transporter activity
GO:0015230	FAD transmembrane transporter activity
GO:0015232	heme transporter activity
GO:0015234	thiamine transmembrane transporter activity
GO:0015238	drug transmembrane transporter activity
GO:0015245	fatty acid transmembrane transporter activity
GO:0015247	aminophospholipid transmembrane transporter activity
GO:0015248	sterol transporter activity
GO:0015250	water channel activity
GO:0015252	proton channel activity
GO:0015267	channel activity
GO:0015269	calcium-activated potassium channel activity
GO:0015271	outward rectifier potassium channel activity
GO:0015272	ATP-activated inward rectifier potassium channel activity
GO:0015275	stretch-activated, cation-selective, calcium channel activity
GO:0015276	ligand-gated ion channel activity
GO:0015277	kainate selective glutamate receptor activity
GO:0015278	calcium-release channel activity
GO:0015279	store-operated calcium channel activity
GO:0015280	ligand-gated sodium channel activity
GO:0015292	uniporter activity
GO:0015293	symporter activity
GO:0015295	solute:proton symporter activity
GO:0015297	antiporter activity
GO:0015299	solute:proton antiporter activity
GO:0015301	anion:anion antiporter activity
GO:0015319	sodium:inorganic phosphate symporter activity
GO:0015321	sodium-dependent phosphate transmembrane transporter activity
GO:0015333	peptide:proton symporter activity
GO:0015347	sodium-independent organic anion transmembrane transporter activity
GO:0015349	thyroid hormone transmembrane transporter activity
GO:0015350	methotrexate transmembrane transporter activity
GO:0015355	secondary active monocarboxylate transmembrane transporter activity
GO:0015367	oxoglutarate:malate antiporter activity
GO:0015369	calcium:proton antiporter activity
GO:0015375	glycine:sodium symporter activity
GO:0015377	cation:chloride symporter activity
GO:0015378	sodium:chloride symporter activity
GO:0015379	potassium:chloride symporter activity
GO:0015382	sodium:sulfate symporter activity
GO:0015385	sodium:proton antiporter activity
GO:0015386	potassium:proton antiporter activity
GO:0015410	manganese-transporting ATPase activity
GO:0015433	peptide antigen-transporting ATPase activity
GO:0015440	peptide-transporting ATPase activity
GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity
GO:0015459	potassium channel regulator activity
GO:0015462	ATPase-coupled protein transmembrane transporter activity
GO:0015464	acetylcholine receptor activity
GO:0015467	G-protein activated inward rectifier potassium channel activity
GO:0015485	cholesterol binding
GO:0015495	gamma-aminobutyric acid:proton symporter activity
GO:0015562	efflux transmembrane transporter activity
GO:0015578	mannose transmembrane transporter activity
GO:0015616	DNA translocase activity
GO:0015631	tubulin binding
GO:0015645	fatty acid ligase activity
GO:0015929	hexosaminidase activity
GO:0016018	cyclosporin A binding
GO:0016019	peptidoglycan receptor activity
GO:0016034	maleylacetoacetate isomerase activity
GO:0016149	translation release factor activity, codon specific
GO:0016153	urocanate hydratase activity
GO:0016155	formyltetrahydrofolate dehydrogenase activity
GO:0016165	linoleate 13S-lipoxygenase activity
GO:0016174	NAD(P)H oxidase activity
GO:0016175	superoxide-generating NADPH oxidase activity
GO:0016176	superoxide-generating NADPH oxidase activator activity
GO:0016206	catechol O-methyltransferase activity
GO:0016208	AMP binding
GO:0016209	antioxidant activity
GO:0016212	kynurenine-oxoglutarate transaminase activity
GO:0016213	linoleoyl-CoA desaturase activity
GO:0016229	steroid dehydrogenase activity
GO:0016231	beta-N-acetylglucosaminidase activity
GO:0016247	channel regulator activity
GO:0016250	N-sulfoglucosamine sulfohydrolase activity
GO:0016262	protein N-acetylglucosaminyltransferase activity
GO:0016263	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity
GO:0016273	arginine N-methyltransferase activity
GO:0016278	lysine N-methyltransferase activity
GO:0016279	protein-lysine N-methyltransferase activity
GO:0016286	small conductance calcium-activated potassium channel activity
GO:0016287	glycerone-phosphate O-acyltransferase activity
GO:0016290	palmitoyl-CoA hydrolase activity
GO:0016298	lipase activity
GO:0016300	tRNA (uracil) methyltransferase activity
GO:0016301	kinase activity
GO:0016303	1-phosphatidylinositol-3-kinase activity
GO:0016307	phosphatidylinositol phosphate kinase activity
GO:0016308	1-phosphatidylinositol-4-phosphate 5-kinase activity
GO:0016309	1-phosphatidylinositol-5-phosphate 4-kinase activity
GO:0016312	inositol bisphosphate phosphatase activity
GO:0016314	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity
GO:0016316	phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity
GO:0016361	activin receptor activity, type I
GO:0016401	palmitoyl-CoA oxidase activity
GO:0016402	pristanoyl-CoA oxidase activity
GO:0016403	dimethylargininase activity
GO:0016407	acetyltransferase activity
GO:0016409	palmitoyltransferase activity
GO:0016412	serine O-acyltransferase activity
GO:0016422	mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity
GO:0016423	tRNA (guanine) methyltransferase activity
GO:0016428	tRNA (cytosine-5-)-methyltransferase activity
GO:0016429	tRNA (adenine-N1-)-methyltransferase activity
GO:0016430	tRNA (adenine-N6-)-methyltransferase activity
GO:0016433	rRNA (adenine) methyltransferase activity
GO:0016435	rRNA (guanine) methyltransferase activity
GO:0016462	pyrophosphatase activity
GO:0016491	oxidoreductase activity
GO:0016492	G-protein coupled neurotensin receptor activity
GO:0016493	C-C chemokine receptor activity
GO:0016494	C-X-C chemokine receptor activity
GO:0016499	orexin receptor activity
GO:0016500	protein-hormone receptor activity
GO:0016501	prostacyclin receptor activity
GO:0016503	pheromone receptor activity
GO:0016504	peptidase activator activity
GO:0016509	long-chain-3-hydroxyacyl-CoA dehydrogenase activity
GO:0016519	gastric inhibitory peptide receptor activity
GO:0016521	pituitary adenylate cyclase activating polypeptide activity
GO:0016530	metallochaperone activity
GO:0016531	copper chaperone activity
GO:0016532	superoxide dismutase copper chaperone activity
GO:0016534	cyclin-dependent protein kinase 5 activator activity
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity
GO:0016594	glycine binding
GO:0016595	glutamate binding
GO:0016597	amino acid binding
GO:0016603	glutaminyl-peptide cyclotransferase activity
GO:0016608	growth hormone-releasing hormone activity
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors
GO:0016615	malate dehydrogenase activity
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0016618	hydroxypyruvate reductase activity
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors
GO:0016639	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor
GO:0016641	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor
GO:0016651	oxidoreductase activity, acting on NAD(P)H
GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0016670	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor
GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
GO:0016679	oxidoreductase activity, acting on diphenols and related substances as donors
GO:0016684	oxidoreductase activity, acting on peroxide as acceptor
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
GO:0016706	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen
GO:0016714	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen
GO:0016715	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen
GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
GO:0016722	oxidoreductase activity, oxidizing metal ions
GO:0016740	transferase activity
GO:0016742	hydroxymethyl-, formyl- and related transferase activity
GO:0016743	carboxyl- or carbamoyltransferase activity
GO:0016746	transferase activity, transferring acyl groups
GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups
GO:0016757	transferase activity, transferring glycosyl groups
GO:0016758	transferase activity, transferring hexosyl groups
GO:0016763	transferase activity, transferring pentosyl groups
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0016768	spermine synthase activity
GO:0016772	transferase activity, transferring phosphorus-containing groups
GO:0016773	phosphotransferase activity, alcohol group as acceptor
GO:0016776	phosphotransferase activity, phosphate group as acceptor
GO:0016779	nucleotidyltransferase activity
GO:0016780	phosphotransferase activity, for other substituted phosphate groups
GO:0016783	sulfurtransferase activity
GO:0016785	transferase activity, transferring selenium-containing groups
GO:0016787	hydrolase activity
GO:0016788	hydrolase activity, acting on ester bonds
GO:0016790	thiolester hydrolase activity
GO:0016791	phosphatase activity
GO:0016793	triphosphoric monoester hydrolase activity
GO:0016798	hydrolase activity, acting on glycosyl bonds
GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds
GO:0016805	dipeptidase activity
GO:0016807	cysteine-type carboxypeptidase activity
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0016812	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides
GO:0016813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines
GO:0016814	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines
GO:0016817	hydrolase activity, acting on acid anhydrides
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GO:0016829	lyase activity
GO:0016830	carbon-carbon lyase activity
GO:0016831	carboxy-lyase activity
GO:0016841	ammonia-lyase activity
GO:0016844	strictosidine synthase activity
GO:0016846	carbon-sulfur lyase activity
GO:0016849	phosphorus-oxygen lyase activity
GO:0016853	isomerase activity
GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives
GO:0016866	intramolecular transferase activity
GO:0016868	intramolecular transferase activity, phosphotransferases
GO:0016874	ligase activity
GO:0016878	acid-thiol ligase activity
GO:0016881	acid-amino acid ligase activity
GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor
GO:0016887	ATPase activity
GO:0016888	endodeoxyribonuclease activity, producing 5'-phosphomonoesters
GO:0016889	endodeoxyribonuclease activity, producing 3'-phosphomonoesters
GO:0016891	endoribonuclease activity, producing 5'-phosphomonoesters
GO:0016907	G-protein coupled acetylcholine receptor activity
GO:0016918	retinal binding
GO:0016920	pyroglutamyl-peptidase activity
GO:0016922	nuclear receptor binding
GO:0016929	SUMO-specific protease activity
GO:0016934	extracellularly glycine-gated chloride channel activity
GO:0016936	galactoside binding
GO:0016941	natriuretic peptide receptor activity
GO:0016971	flavin-linked sulfhydryl oxidase activity
GO:0016972	thiol oxidase activity
GO:0016992	lipoate synthase activity
GO:0017005	3'-tyrosyl-DNA phosphodiesterase activity
GO:0017016	Ras GTPase binding
GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity
GO:0017022	myosin binding
GO:0017025	TBP-class protein binding
GO:0017034	Rap guanyl-nucleotide exchange factor activity
GO:0017040	N-acylsphingosine amidohydrolase activity
GO:0017042	glycosylceramidase activity
GO:0017046	peptide hormone binding
GO:0017048	Rho GTPase binding
GO:0017049	GTP-Rho binding
GO:0017056	structural constituent of nuclear pore
GO:0017057	6-phosphogluconolactonase activity
GO:0017061	S-methyl-5-thioadenosine phosphorylase activity
GO:0017065	single-strand selective uracil DNA N-glycosylase activity
GO:0017069	snRNA binding
GO:0017070	U6 snRNA binding
GO:0017075	syntaxin-1 binding
GO:0017076	purine nucleotide binding
GO:0017077	oxidative phosphorylation uncoupler activity
GO:0017080	sodium channel regulator activity
GO:0017091	AU-rich element binding
GO:0017095	heparan sulfate 6-O-sulfotransferase activity
GO:0017099	very-long-chain-acyl-CoA dehydrogenase activity
GO:0017108	5'-flap endonuclease activity
GO:0017110	nucleoside-diphosphatase activity
GO:0017112	Rab guanyl-nucleotide exchange factor activity
GO:0017113	dihydropyrimidine dehydrogenase (NADP+) activity
GO:0017116	single-stranded DNA-dependent ATP-dependent DNA helicase activity
GO:0017124	SH3 domain binding
GO:0017127	cholesterol transporter activity
GO:0017128	phospholipid scramblase activity
GO:0017129	triglyceride binding
GO:0017134	fibroblast growth factor binding
GO:0017136	NAD-dependent histone deacetylase activity
GO:0017137	Rab GTPase binding
GO:0017147	Wnt-protein binding
GO:0017150	tRNA dihydrouridine synthase activity
GO:0017153	sodium:dicarboxylate symporter activity
GO:0017154	semaphorin receptor activity
GO:0017160	Ral GTPase binding
GO:0017168	5-oxoprolinase (ATP-hydrolyzing) activity
GO:0017172	cysteine dioxygenase activity
GO:0017174	glycine N-methyltransferase activity
GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity
GO:0017178	diphthine-ammonia ligase activity
GO:0017188	aspartate N-acetyltransferase activity
GO:0018024	histone-lysine N-methyltransferase activity
GO:0018025	calmodulin-lysine N-methyltransferase activity
GO:0018423	protein C-terminal leucine carboxyl O-methyltransferase activity
GO:0018478	malonate-semialdehyde dehydrogenase (acetylating) activity
GO:0018549	methanethiol oxidase activity
GO:0018738	S-formylglutathione hydrolase activity
GO:0018812	3-hydroxyacyl-CoA dehydratase activity
GO:0019001	guanyl nucleotide binding
GO:0019003	GDP binding
GO:0019104	DNA N-glycosylase activity
GO:0019135	deoxyhypusine monooxygenase activity
GO:0019136	deoxynucleoside kinase activity
GO:0019145	aminobutyraldehyde dehydrogenase activity
GO:0019158	mannokinase activity
GO:0019166	trans-2-enoyl-CoA reductase (NADPH) activity
GO:0019200	carbohydrate kinase activity
GO:0019205	nucleobase-containing compound kinase activity
GO:0019206	nucleoside kinase activity
GO:0019207	kinase regulator activity
GO:0019208	phosphatase regulator activity
GO:0019211	phosphatase activator activity
GO:0019212	phosphatase inhibitor activity
GO:0019215	intermediate filament binding
GO:0019237	centromeric DNA binding
GO:0019239	deaminase activity
GO:0019531	oxalate transmembrane transporter activity
GO:0019534	toxin transmembrane transporter activity
GO:0019706	protein-cysteine S-palmitoyltransferase activity
GO:0019776	Atg8 ligase activity
GO:0019777	Atg12 transferase activity
GO:0019781	NEDD8 activating enzyme activity
GO:0019784	NEDD8-specific protease activity
GO:0019788	NEDD8 transferase activity
GO:0019789	SUMO transferase activity
GO:0019797	procollagen-proline 3-dioxygenase activity
GO:0019799	tubulin N-acetyltransferase activity
GO:0019807	aspartoacylase activity
GO:0019809	spermidine binding
GO:0019825	oxygen binding
GO:0019829	cation-transporting ATPase activity
GO:0019834	phospholipase A2 inhibitor activity
GO:0019838	growth factor binding
GO:0019841	retinol binding
GO:0019843	rRNA binding
GO:0019871	sodium channel inhibitor activity
GO:0019887	protein kinase regulator activity
GO:0019888	protein phosphatase regulator activity
GO:0019894	kinesin binding
GO:0019899	enzyme binding
GO:0019900	kinase binding
GO:0019901	protein kinase binding
GO:0019902	phosphatase binding
GO:0019903	protein phosphatase binding
GO:0019904	protein domain specific binding
GO:0019905	syntaxin binding
GO:0019911	structural constituent of myelin sheath
GO:0019948	SUMO activating enzyme activity
GO:0019955	cytokine binding
GO:0019956	chemokine binding
GO:0019957	C-C chemokine binding
GO:0019970	interleukin-11 binding
GO:0019976	interleukin-2 binding
GO:0019981	interleukin-6 binding
GO:0019992	diacylglycerol binding
GO:0020037	heme binding
GO:0022824	transmitter-gated ion channel activity
GO:0022829	wide pore channel activity
GO:0022832	voltage-gated channel activity
GO:0022841	potassium ion leak channel activity
GO:0022848	acetylcholine-gated cation-selective channel activity
GO:0022851	GABA-gated chloride ion channel activity
GO:0022857	transmembrane transporter activity
GO:0022890	inorganic cation transmembrane transporter activity
GO:0030060	L-malate dehydrogenase activity
GO:0030144	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity
GO:0030145	manganese ion binding
GO:0030151	molybdenum ion binding
GO:0030158	protein xylosyltransferase activity
GO:0030159	receptor signaling complex scaffold activity
GO:0030160	GKAP/Homer scaffold activity
GO:0030165	PDZ domain binding
GO:0030169	low-density lipoprotein particle binding
GO:0030170	pyridoxal phosphate binding
GO:0030171	voltage-gated proton channel activity
GO:0030215	semaphorin receptor binding
GO:0030229	very-low-density lipoprotein particle receptor activity
GO:0030234	enzyme regulator activity
GO:0030235	nitric-oxide synthase regulator activity
GO:0030246	carbohydrate binding
GO:0030247	polysaccharide binding
GO:0030250	guanylate cyclase activator activity
GO:0030251	guanylate cyclase inhibitor activity
GO:0030267	glyoxylate reductase (NADP) activity
GO:0030272	5-formyltetrahydrofolate cyclo-ligase activity
GO:0030273	melanin-concentrating hormone receptor activity
GO:0030274	LIM domain binding
GO:0030276	clathrin binding
GO:0030284	estrogen receptor activity
GO:0030291	protein serine/threonine kinase inhibitor activity
GO:0030295	protein kinase activator activity
GO:0030296	protein tyrosine kinase activator activity
GO:0030298	receptor signaling protein tyrosine kinase activator activity
GO:0030306	ADP-ribosylation factor binding
GO:0030331	estrogen receptor binding
GO:0030332	cyclin binding
GO:0030337	DNA polymerase processivity factor activity
GO:0030338	CMP-N-acetylneuraminate monooxygenase activity
GO:0030350	iron-responsive element binding
GO:0030354	melanin-concentrating hormone activity
GO:0030366	molybdopterin synthase activity
GO:0030368	interleukin-17 receptor activity
GO:0030371	translation repressor activity
GO:0030374	nuclear receptor transcription coactivator activity
GO:0030375	thyroid hormone receptor coactivator activity
GO:0030395	lactose binding
GO:0030414	peptidase inhibitor activity
GO:0030429	kynureninase activity
GO:0030506	ankyrin binding
GO:0030507	spectrin binding
GO:0030515	snoRNA binding
GO:0030544	Hsp70 protein binding
GO:0030551	cyclic nucleotide binding
GO:0030552	cAMP binding
GO:0030553	cGMP binding
GO:0030586	[methionine synthase] reductase activity
GO:0030594	neurotransmitter receptor activity
GO:0030619	U1 snRNA binding
GO:0030620	U2 snRNA binding
GO:0030621	U4 snRNA binding
GO:0030622	U4atac snRNA binding
GO:0030623	U5 snRNA binding
GO:0030626	U12 snRNA binding
GO:0030627	pre-mRNA 5'-splice site binding
GO:0030628	pre-mRNA 3'-splice site binding
GO:0030629	U6 snRNA 3'-end binding
GO:0030674	protein binding, bridging
GO:0030676	Rac guanyl-nucleotide exchange factor activity
GO:0030695	GTPase regulator activity
GO:0030697	S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity
GO:0030729	acetoacetate-CoA ligase activity
GO:0030731	guanidinoacetate N-methyltransferase activity
GO:0030735	carnosine N-methyltransferase activity
GO:0030882	lipid antigen binding
GO:0030899	calcium-dependent ATPase activity
GO:0030942	endoplasmic reticulum signal peptide binding
GO:0030943	mitochondrion targeting sequence binding
GO:0030955	potassium ion binding
GO:0030971	receptor tyrosine kinase binding
GO:0030975	thiamine binding
GO:0030976	thiamine pyrophosphate binding
GO:0030983	mismatched DNA binding
GO:0031005	filamin binding
GO:0031071	cysteine desulfurase activity
GO:0031072	heat shock protein binding
GO:0031151	histone methyltransferase activity (H3-K79 specific)
GO:0031177	phosphopantetheine binding
GO:0031210	phosphatidylcholine binding
GO:0031267	small GTPase binding
GO:0031369	translation initiation factor binding
GO:0031386	protein tag
GO:0031404	chloride ion binding
GO:0031405	lipoic acid binding
GO:0031406	carboxylic acid binding
GO:0031418	L-ascorbic acid binding
GO:0031419	cobalamin binding
GO:0031432	titin binding
GO:0031433	telethonin binding
GO:0031434	mitogen-activated protein kinase kinase binding
GO:0031490	chromatin DNA binding
GO:0031491	nucleosome binding
GO:0031492	nucleosomal DNA binding
GO:0031530	gonadotropin-releasing hormone receptor binding
GO:0031531	thyrotropin-releasing hormone receptor binding
GO:0031543	peptidyl-proline dioxygenase activity
GO:0031545	peptidyl-proline 4-dioxygenase activity
GO:0031593	polyubiquitin modification-dependent protein binding
GO:0031624	ubiquitin conjugating enzyme binding
GO:0031625	ubiquitin protein ligase binding
GO:0031628	opioid receptor binding
GO:0031681	G-protein beta-subunit binding
GO:0031683	G-protein beta/gamma-subunit complex binding
GO:0031685	adenosine receptor binding
GO:0031702	type 1 angiotensin receptor binding
GO:0031704	apelin receptor binding
GO:0031716	calcitonin receptor binding
GO:0031720	haptoglobin binding
GO:0031752	D5 dopamine receptor binding
GO:0031764	type 1 galanin receptor binding
GO:0031765	type 2 galanin receptor binding
GO:0031766	type 3 galanin receptor binding
GO:0031769	glucagon receptor binding
GO:0031770	growth hormone-releasing hormone receptor binding
GO:0031782	type 4 melanocortin receptor binding
GO:0031821	G-protein coupled serotonin receptor binding
GO:0031841	neuropeptide Y receptor binding
GO:0031843	type 2 neuropeptide Y receptor binding
GO:0031858	pituitary adenylate cyclase-activating polypeptide receptor binding
GO:0031957	very long-chain fatty acid-CoA ligase activity
GO:0031994	insulin-like growth factor I binding
GO:0031995	insulin-like growth factor II binding
GO:0031996	thioesterase binding
GO:0032041	NAD-dependent histone deacetylase activity (H3-K14 specific)
GO:0032050	clathrin heavy chain binding
GO:0032051	clathrin light chain binding
GO:0032052	bile acid binding
GO:0032090	Pyrin domain binding
GO:0032137	guanine/thymine mispair binding
GO:0032142	single guanine insertion binding
GO:0032143	single thymine insertion binding
GO:0032181	dinucleotide repeat insertion binding
GO:0032182	ubiquitin-like protein binding
GO:0032183	SUMO binding
GO:0032184	SUMO polymer binding
GO:0032190	acrosin binding
GO:0032216	glucosaminyl-phosphotidylinositol O-acyltransferase activity
GO:0032217	riboflavin transmembrane transporter activity
GO:0032266	phosphatidylinositol-3-phosphate binding
GO:0032357	oxidized purine DNA binding
GO:0032405	MutLalpha complex binding
GO:0032422	purine-rich negative regulatory element binding
GO:0032440	2-alkenal reductase [NAD(P)] activity
GO:0032452	histone demethylase activity
GO:0032453	histone demethylase activity (H3-K4 specific)
GO:0032454	histone demethylase activity (H3-K9 specific)
GO:0032549	ribonucleoside binding
GO:0032559	adenyl ribonucleotide binding
GO:0032567	dGTP binding
GO:0032794	GTPase activating protein binding
GO:0032795	heterotrimeric G-protein binding
GO:0032934	sterol binding
GO:0032947	protein-containing complex scaffold activity
GO:0032977	membrane insertase activity
GO:0033130	acetylcholine receptor binding
GO:0033188	sphingomyelin synthase activity
GO:0033192	calmodulin-dependent protein phosphatase activity
GO:0033204	ribonuclease P RNA binding
GO:0033265	choline binding
GO:0033293	monocarboxylic acid binding
GO:0033300	dehydroascorbic acid transmembrane transporter activity
GO:0033558	protein deacetylase activity
GO:0033570	transferrin transmembrane transporter activity
GO:0033592	RNA strand annealing activity
GO:0033613	activating transcription factor binding
GO:0033676	double-stranded DNA-dependent ATPase activity
GO:0033699	DNA 5'-adenosine monophosphate hydrolase activity
GO:0033735	aspartate dehydrogenase activity
GO:0033743	peptide-methionine (R)-S-oxide reductase activity
GO:0033745	L-methionine-(R)-S-oxide reductase activity
GO:0033746	histone demethylase activity (H3-R2 specific)
GO:0033749	histone demethylase activity (H4-R3 specific)
GO:0033781	cholesterol 24-hydroxylase activity
GO:0033798	thyroxine 5-deiodinase activity
GO:0033819	lipoyl(octanoyl) transferase activity
GO:0033829	O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity
GO:0033842	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity
GO:0033857	diphosphoinositol-pentakisphosphate kinase activity
GO:0033897	ribonuclease T2 activity
GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity
GO:0033961	cis-stilbene-oxide hydrolase activity
GO:0033971	hydroxyisourate hydrolase activity
GO:0034038	deoxyhypusine synthase activity
GO:0034039	8-oxo-7,8-dihydroguanine DNA N-glycosylase activity
GO:0034041	sterol-transporting ATPase activity
GO:0034046	poly(G) binding
GO:0034057	RNA strand-exchange activity
GO:0034061	DNA polymerase activity
GO:0034062	5'-3' RNA polymerase activity
GO:0034235	GPI anchor binding
GO:0034237	protein kinase A regulatory subunit binding
GO:0034338	short-chain carboxylesterase activity
GO:0034431	bis(5'-adenosyl)-hexaphosphatase activity
GO:0034432	bis(5'-adenosyl)-pentaphosphatase activity
GO:0034450	ubiquitin-ubiquitin ligase activity
GO:0034452	dynactin binding
GO:0034458	3'-5' RNA helicase activity
GO:0034459	ATP-dependent 3'-5' RNA helicase activity
